# The 512 games of the Wright-Fisher maps (Figures 4 and 5, SI Figures 2-4, 6-12): the Fermat (sunflower) spiral of
# BinM2Ev kit ca6 on the K = 4 disk, one game per Voronoi cell.  Payoffs (R, S, T, P) = (1, u, 1 + v, 0).
# Every u and v is an exact multiple of 2^-10 (u = u1024/1024, v = v1024/1024), exact as a decimal and as a double,
# and clear of every line of the exact arrangement of the stability regions.  Rows in ipt order 0..511.
# Source: DiskM2WF/Ref/binm2ev_ca6_points.txt (a verbatim copy of BinM2Ev/cannon/ca6/points.txt, columns ipt u v);
# checked against rows 456-967 of games.dat, the file every memory-two Wright-Fisher kit read (and the 512-row
# games.dat of the memory-one kit): same gid, tag, cS = u and cT = 1 + v bit for bit.
# Columns:
#   ipt        cell index 0..511 (the point's index on the spiral; the order of every per-game array in this repository)
#   gid        the game id in the kits' games.dat and in every packed run (.idx/.win/.rep): gid = 2000 + ipt
#   ig         the 1-based row of the game in the 967-row games.dat of the memory-two kits: ig = 456 + ipt
#              (task decode of the kits: isl = 3*(ig - 1) + ie)
#   tag        V_pNNN_QQW: NNN = ipt, QQ = quadrant, W = wedge
#   u, v       the game: S = u, T = 1 + v (exact decimals)
#   u1024, v1024   1024 u and 1024 v, integers (the exact rational game)
#   emax       Emax = max(R, (S + T)/2) = max(1, (1 + u + v)/2), exact
#   quadrant   PD (u < 0 < v), SD (u, v > 0), SH (u, v < 0), HA (v < 0 < u)
#   wedge      W (u + v < 1, u - v < 1), S (u + v < 1, u - v > 1), N (u + v > 1, u - v < 1), E (u + v > 1, u - v > 1)
#   x, y       the point on the disk, (u, v)/sqrt(16 + u^2 + v^2), float64 written round-trip exact
#   cell_area  area of its Voronoi cell on the unit disk (cells.csv), shoelace formula, float64 round-trip exact
ipt,gid,ig,tag,u,v,u1024,v1024,emax,quadrant,wedge,x,y,cell_area
358,2358,814,V_p358_SDN,4.23046875,4.2734375,4332,4376,4.751953125,SD,N,0.5857648475493424,0.5917144443388556,0.006043555842163872
359,2359,815,V_p359_SHW,-6.0341796875,-0.294921875,-6179,-302,1.0,SH,W,-0.8328093728610586,-0.040703743421919354,0.006049760743153498
360,2360,816,V_p360_HAS,4.6689453125,-3.8759765625,4781,-3969,1.0,HA,S,0.6424071424623923,-0.5333013905946946,0.00604583751903065
361,2361,817,V_p361_PDN,-0.828125,6.0400390625,-848,6185,3.10595703125,PD,N,-0.1135720051925576,0.8283524199480764,0.00604625290768962
362,2362,818,V_p362_SHS,-3.4853515625,-5.0361328125,-3569,-5157,1.0,SH,S,-0.47646155193943396,-0.6884595750494987,0.006047213500846471
363,2363,819,V_p363_SDE,5.9990234375,1.3662109375,6143,1399,4.1826171875,SD,E,0.8174633513324582,0.18616819607913218,0.006046853802407659
364,2364,820,V_p364_PDW,-5.37109375,3.0595703125,-5500,3133,1.0,PD,W,-0.729498758471626,0.41554902005301897,0.006047585445676296
365,2365,821,V_p365_HAS,1.90234375,-5.912109375,1948,-6054,1.0,HA,S,0.25751602713315525,-0.8003090494169004,0.0060492826791738175
366,2366,822,V_p366_SDN,2.6025390625,5.6708984375,2665,5807,4.63671875,SD,N,0.3511424786570246,0.7651348493663572,0.006047022294854654
367,2367,823,V_p367_SHW,-5.7763671875,-2.435546875,-5915,-2494,1.0,SH,W,-0.7767815054187913,-0.32752207515037457,0.006048072072449617
368,2368,824,V_p368_HAE,5.9326171875,-2.1162109375,6075,-2167,2.408203125,HA,E,0.7950948873002645,-0.2836165630913042,0.006046341239296038
369,2369,825,V_p369_PDN,-2.958984375,5.5947265625,-3030,5729,1.81787109375,PD,N,-0.39521140976142377,0.7472495599086458,0.006044585566157168
370,2370,826,V_p370_SHS,-1.6044921875,-6.15234375,-1643,-6300,1.0,SH,S,-0.21359890314803118,-0.8190341386686527,0.006046484760907411
371,2371,827,V_p371_SDE,5.365234375,3.46875,5494,3552,4.9169921875,SD,E,0.7117801222930775,0.4601825617737552,0.006048827209646723
372,2372,828,V_p372_PDW,-6.330078125,1.0712890625,-6482,1097,1.0,PD,W,-0.8368438786966527,0.14162569190531132,0.006049518820141819
373,2373,829,V_p373_HAS,3.962890625,-5.08984375,4058,-5212,1.0,HA,S,0.5221067835089955,-0.6705817042013023,0.006046781923126465
374,2374,830,V_p374_SDN,0.5185546875,6.4609375,531,6616,3.98974609375,SD,N,0.0680821642848537,0.8482704310896273,0.0060488285766746586
375,2375,831,V_p375_SHW,-4.76953125,-4.435546875,-4884,-4542,1.0,SH,W,-0.62400147112469,-0.5803060364144844,0.006049071675710671
376,2376,832,V_p376_SDE,6.544921875,0.048828125,6702,50,3.796875,SD,E,0.8532456627898559,0.0063656047656658905,0.006046886517465028
377,2377,833,V_p377_PDW,-4.8828125,4.40625,-5000,4512,1.0,PD,W,-0.6343085930711413,0.5724000743873979,0.006046112177277019
378,2378,834,V_p378_HAS,0.626953125,-6.580078125,642,-6738,1.0,HA,S,0.08114886857702919,-0.8516839197383531,0.006052636676915635
379,2379,835,V_p379_SDN,4.001953125,5.3017578125,4098,5429,5.15185546875,SD,N,0.5161157451454215,0.6837463104915795,0.0060481061192556584
380,2380,836,V_p380_SHW,-6.564453125,-1.2119140625,-6722,-1241,1.0,SH,W,-0.8435344415909598,-0.15573136596465056,0.006048099995183132
381,2381,837,V_p381_HAE,5.6875,-3.55859375,5824,-3644,1.564453125,HA,E,0.7281426389104633,-0.45558924728532424,0.006049857272877102
382,2382,838,V_p382_PDN,-1.798828125,6.498046875,-1842,6654,2.849609375,PD,N,-0.22945207674532198,0.8288675997086713,0.006050417528062235
383,2383,839,V_p383_SHS,-3.078125,-6.037109375,-3152,-6182,1.0,SH,S,-0.39116984398828114,-0.7671992308171174,0.006047729048401229
384,2384,840,V_p384_SDE,6.3798828125,2.3837890625,6533,2441,4.8818359375,SD,E,0.8077396022197818,0.3018050465358162,0.006050761748920386
385,2385,841,V_p385_PDW,-6.3466796875,2.5634765625,-6499,2625,1.0,PD,W,-0.8005489189064676,0.32334834776572974,0.0060519085353905044
386,2386,842,V_p386_HAS,2.962890625,-6.2099609375,3034,-6359,1.0,HA,S,0.3722790380127925,-0.7802644702450058,0.006052096536253715
387,2387,843,V_p387_SDN,2.0205078125,6.6142578125,2069,6773,4.8173828125,SD,N,0.25289788199150864,0.8278769235033776,0.006050414110468916
388,2388,844,V_p388_SHW,-5.98828125,-3.5302734375,-6132,-3615,1.0,SH,W,-0.7466572082971212,-0.4401770724060817,0.006053999493646489
389,2389,845,V_p389_HAE,6.8359375,-1.44921875,7000,-1484,3.193359375,HA,E,0.849002846788664,-0.17998860351919677,0.006054434702297773
390,2390,846,V_p390_PDN,-4.0830078125,5.7158203125,-4181,5853,1.31640625,PD,N,-0.5051094332174657,0.7071048822343523,0.006054226577471455
391,2391,847,V_p391_SHS,-0.85546875,-7.009765625,-876,-7178,1.0,SH,S,-0.10540587026122297,-0.8637024391952722,0.006052154752928418
392,2392,848,V_p392_SDN,5.3935546875,4.615234375,5523,4726,5.50439453125,SD,N,0.6619437235218012,0.5664215168140562,0.006053679301122772
393,2393,849,V_p393_PDW,-7.1328125,0.2421875,-7304,248,1.0,PD,W,-0.8718303908519415,0.029602127181172163,0.006053623347328868
394,2394,850,V_p394_HAS,5.123046875,-5.0224609375,5246,-5143,1.0,HA,S,0.6236926802511044,-0.6114470938870434,0.006055595730847241
395,2395,851,V_p395_PDN,-0.38671875,7.203125,-396,7376,3.908203125,PD,N,-0.04688462377656253,0.8732853155957708,0.006053313247838837
396,2396,852,V_p396_SHW,-4.6044921875,-5.6025390625,-4715,-5737,1.0,SH,W,-0.5559708179206572,-0.6764802931942333,0.00605227781613249
397,2397,853,V_p397_SDE,7.21875,1.0263671875,7392,1051,4.62255859375,SD,E,0.8680058208431878,0.12341370639964697,0.006057745190613917
398,2398,854,V_p398_PDW,-6.048828125,4.142578125,-6194,4242,1.0,PD,W,-0.7242714979331618,0.49602190736720575,0.006057888241918885
399,2399,855,V_p399_HAS,1.671875,-7.1806640625,1712,-7353,1.0,HA,S,0.1993195193299205,-0.8560726785238935,0.006054605011580505
400,2400,856,V_p400_SDN,3.6376953125,6.458984375,3725,6614,5.54833984375,SD,N,0.43186312441004054,0.7668034106974518,0.006055448156548904
401,2401,857,V_p401_SHW,-7.083984375,-2.318359375,-7254,-2374,1.0,SH,W,-0.8374321620877484,-0.2740645096217693,0.006059525889577477
402,2402,858,V_p402_HAE,6.828125,-3.0927734375,6992,-3167,2.36767578125,HA,E,0.8036507200445754,-0.3640105592650415,0.006058853299988787
403,2403,859,V_p403_PDN,-2.9619140625,6.931640625,-3033,7098,2.48486328125,PD,N,-0.3470926336800205,0.8122860250117988,0.006058686955039083
404,2404,860,V_p404_SHS,-2.5126953125,-7.15234375,-2573,-7324,1.0,SH,S,-0.29314724561317534,-0.8344385646602783,0.006061528088407986
405,2405,861,V_p405_SDE,6.7216796875,3.5966796875,6883,3683,5.6591796875,SD,E,0.7807619764634863,0.4177751502709604,0.006056751206938049
406,2406,862,V_p406_PDW,-7.4287109375,1.8994140625,-7607,1945,1.0,PD,W,-0.8589768772899323,0.21962797769540138,0.00605741513413427
407,2407,863,V_p407_HAS,4.2197265625,-6.4560546875,4321,-6611,1.0,HA,S,0.4856786254323122,-0.7430736849648267,0.006058044197310819
408,2408,864,V_p408_SDN,1.2568359375,7.654296875,1287,7838,4.95556640625,SD,N,0.14400998567705525,0.8770398350712969,0.0060605509963082005
409,2409,865,V_p409_SHW,-6.1328125,-4.8232421875,-6280,-4939,1.0,SH,W,-0.6994665801705194,-0.5501059616978019,0.006060447131407409
410,2410,866,V_p410_HAE,7.826171875,-0.58984375,8014,-604,4.1181640625,HA,E,0.8884382468290372,-0.06695990779694765,0.0060594795304004245
411,2411,867,V_p411_PDW,-5.404296875,5.755859375,-5534,5894,1.0,PD,W,-0.6106010610473498,0.6503221275412143,0.006060802249020059
412,2412,868,V_p412_HAS,0.09765625,-7.9423828125,100,-8133,1.0,HA,S,0.010980865216477818,-0.8930737680561409,0.006063361737070415
413,2413,869,V_p413_SDN,5.32421875,5.9580078125,5452,6101,6.14111328125,SD,N,0.595842649698571,0.6667710942426599,0.006061788127590839
414,2414,870,V_p414_SHW,-7.9990234375,-0.8017578125,-8191,-821,1.0,SH,W,-0.8908328080322384,-0.08928992008234254,0.00606068320025277
415,2415,871,V_p415_HAE,6.4794921875,-4.841796875,6635,-4958,1.31884765625,HA,E,0.7180542285380699,-0.5365656164418614,0.006061155068245672
416,2416,872,V_p416_PDN,-1.5166015625,7.99609375,-1553,8188,3.73974609375,PD,N,-0.16723851288315847,0.8817443293543474,0.006062330495117729
417,2417,873,V_p417_SHS,-4.3095703125,-6.962890625,-4413,-7130,1.0,SH,S,-0.47288230251477664,-0.764026924298744,0.006063383529142374
418,2418,874,V_p418_SDE,7.9306640625,2.2373046875,8121,2291,5.583984375,SD,E,0.8658169357569055,0.2442539834772898,0.006061146237476889
419,2419,875,V_p419_PDW,-7.4052734375,3.73046875,-7583,3820,1.0,PD,W,-0.8043772676350353,0.4052118109410306,0.006067154203265868
420,2420,876,V_p420_HAS,2.958984375,-7.802734375,3030,-7990,1.0,HA,S,0.31974869020241553,-0.8431656880255116,0.006064557852934582
421,2421,877,V_p421_SDN,3.1083984375,7.8017578125,3183,7989,5.955078125,SD,N,0.3341599672739714,0.8387068735632288,0.006064021867362435
422,2422,878,V_p422_SHW,-7.611328125,-3.6767578125,-7794,-3765,1.0,SH,W,-0.8139137641419503,-0.39317235334801676,0.00606181104689496
423,2423,879,V_p423_HAE,8.1484375,-2.4462890625,8344,-2505,3.35107421875,HA,E,0.8667502771616935,-0.2602120618756043,0.006362950159911285
424,2424,880,V_p424_PDN,-4.384765625,7.35546875,-4490,7532,1.9853515625,PD,N,-0.4639272996209296,0.7782406282282498,0.0063656606479342015
425,2425,881,V_p425_SHS,-1.7470703125,-8.44140625,-1789,-8644,1.0,SH,S,-0.18384145080172273,-0.8882758528396263,0.006367774111987856
426,2426,882,V_p426_SDE,7.037109375,5.078125,7206,5200,6.5576171875,SD,E,0.7364432116311319,0.5314327921845526,0.006377621856920035
427,2427,883,V_p427_PDW,-8.6767578125,1.015625,-8885,1040,1.0,PD,W,-0.9030570242514591,0.10570391730124,0.00637862387755378
428,2428,884,V_p428_HAS,5.7509765625,-6.6552734375,5889,-6815,1.0,HA,S,0.5951772196082388,-0.6887642641586258,0.006383037065995634
429,2429,885,V_p429_SDN,0.2568359375,8.8525390625,263,9065,5.0546875,SD,N,0.026429743588447262,0.9109719605675833,0.0063883072218055
430,2430,886,V_p430_SHW,-6.2119140625,-6.3984375,-6361,-6552,1.0,SH,W,-0.6355655837354884,-0.6546495369650873,0.006389590439705772
431,2431,887,V_p431_SDE,8.9638671875,0.525390625,9179,538,5.24462890625,SD,E,0.9118980288280985,0.05344821217011842,0.006397188162837075
432,2432,888,V_p432_PDW,-7.013671875,5.7080078125,-7182,5845,1.0,PD,W,-0.709310016541697,0.5772649744759425,0.006396272953038906
433,2433,889,V_p433_HAS,1.3251953125,-9.0107421875,1357,-9227,1.0,HA,S,0.13322104359402082,-0.9058441925143921,0.006404949517705261
434,2434,890,V_p434_SDN,5.1455078125,7.59375,5269,7776,6.86962890625,SD,N,0.5141876623360901,0.7588391084314742,0.0064067444207341895
435,2435,891,V_p435_SHW,-8.98828125,-2.138671875,-9204,-2190,1.0,SH,W,-0.8927640103302926,-0.21242429189736428,0.0064124844686214155
436,2436,892,V_p436_HAE,8.1318359375,-4.52734375,8327,-4636,2.30224609375,HA,E,0.8027216776082994,-0.4469097751161374,0.006418724985306268
437,2437,893,V_p437_PDN,-2.9599609375,8.8974609375,-3031,9111,3.46875,PD,N,-0.29035111479033543,0.8727776334063828,0.006422155841820487
438,2438,894,V_p438_SHS,-3.8564453125,-8.6240234375,-3949,-8831,1.0,SH,S,-0.3759105196233778,-0.8406345400845908,0.006425488927448986
439,2439,895,V_p439_SDE,8.734375,3.7822265625,8944,3873,6.75830078125,SD,E,0.8459882770831446,0.3663363816125916,0.006432128227669032
440,2440,896,V_p440_PDW,-9.064453125,3.134765625,-9282,3210,1.0,PD,W,-0.872263487247194,0.3016554399982216,0.006432373027089988
441,2441,897,V_p441_HAS,4.6015625,-8.4990234375,4712,-8703,1.0,HA,S,0.43992761933668006,-0.8125403376670473,0.006439574411352567
442,2442,898,V_p442_SDN,2.3662109375,9.44921875,2423,9676,6.40771484375,SD,N,0.2247055241192729,0.8973382795617352,0.006442722117968924
443,2443,899,V_p443_SHW,-8.19140625,-5.4111328125,-8388,-5541,1.0,SH,W,-0.7727071443789052,-0.510439948379055,0.006449620527025912
444,2444,900,V_p444_HAE,9.7734375,-1.5556640625,10008,-1593,4.60888671875,HA,E,0.9156065822442294,-0.14573953692196817,0.00645178172519123
445,2445,901,V_p445_PDN,-6.205078125,7.8115234375,-6354,7999,1.30322265625,PD,N,-0.5773155106985849,0.7267778989735568,0.006457528250810585
446,2446,902,V_p446_SHS,-0.70703125,-10.033203125,-724,-10274,1.0,SH,S,-0.06531900392374354,-0.9269163623101397,0.0064615249942289454
447,2447,903,V_p447_SDN,7.3583984375,6.9775390625,7535,7145,7.66796875,SD,N,0.675019707577053,0.6400817266938346,0.006465434480565024
448,2448,904,V_p448_SHW,-10.224609375,-0.17578125,-10470,-180,1.0,SH,W,-0.9311523131418852,-0.016008349223069658,0.006474470046163354
449,2449,905,V_p449_HAS,7.7236328125,-6.833984375,7909,-6998,1.0,HA,S,0.698241579397534,-0.6178144610726948,0.006431966168912506
450,2450,906,V_p450_PDN,-1.087890625,10.3447265625,-1114,10593,5.12841796875,PD,N,-0.09761799927028365,0.9282472767236218,0.006475062900223205
451,2451,907,V_p451_SHS,-6.2392578125,-8.435546875,-6389,-8638,1.0,SH,S,-0.5556459316130022,-0.7512395613199426,0.006453456051089379
452,2452,908,V_p452_SDE,10.3896484375,2.0224609375,10639,2071,6.7060546875,SD,E,0.9181978192942394,0.17873744560187704,0.006467135640029376
453,2453,909,V_p453_PDW,-9.1083984375,5.576171875,-9327,5710,1.0,PD,W,-0.7986854948110063,0.4889561676177598,0.006464293639737662
454,2454,910,V_p454_HAS,2.9765625,-10.357421875,3048,-10606,1.0,HA,S,0.2589430408375975,-0.9010334288463121,0.006444590426023189
455,2455,911,V_p455_SDN,4.845703125,9.736328125,4962,9970,7.791015625,SD,N,0.41817311808883334,0.8402228914441089,0.006455779723166355
456,2456,912,V_p456_SHW,-10.244140625,-3.9423828125,-10490,-4037,1.0,SH,W,-0.8768663186406347,-0.33745560804120517,0.006416734050213924
457,2457,913,V_p457_HAE,10.3134765625,-4.05078125,10561,-4148,3.63134765625,HA,E,0.8754813951178761,-0.34385918255363607,0.00850025909305896
458,2458,914,V_p458_PDN,-4.9150390625,10.048828125,-5033,10290,3.06689453125,PD,N,-0.4137206672592745,0.8458544935620772,0.008395583216356028
459,2459,915,V_p459_SHS,-3.1943359375,-10.8349609375,-3271,-11095,1.0,SH,S,-0.26656499923253113,-0.904169570921716,0.008331504242762522
460,2460,916,V_p460_SDE,9.76953125,5.888671875,10004,6030,8.3291015625,SD,E,0.8081995447054303,0.48714946567110606,0.00825142368487608
461,2461,917,V_p461_PDW,-11.2939453125,2.2802734375,-11565,2335,1.0,PD,W,-0.9260043700596332,0.18696240415817067,0.008150297842536292
462,2462,918,V_p462_HAS,6.857421875,-9.4052734375,7022,-9631,1.0,HA,S,0.5571579628680522,-0.7641680917661935,0.008094685446740968
463,2463,919,V_p463_SDN,1.310546875,11.6875,1342,11968,6.9990234375,SD,N,0.10549897037889883,0.9408432768216551,0.007963445607446495
464,2464,920,V_p464_SHW,-8.9541015625,-7.814453125,-9169,-8002,1.0,SH,W,-0.7140658634964853,-0.6231819216598184,0.007929074711182649
465,2465,921,V_p465_HAE,12.0087890625,-0.2900390625,12297,-297,6.359375,HA,E,0.9485037283446192,-0.02290848233864779,0.007791555291910383
466,2466,922,V_p466_PDW,-8.75390625,8.416015625,-8964,8618,1.0,PD,W,-0.6846929981805788,0.6582646428291197,0.007752883979797787
467,2467,923,V_p467_HAS,0.7783203125,-12.2529296875,797,-12547,1.0,HA,S,0.06027516071733933,-0.9488989228613005,0.007641393343595426
468,2468,924,V_p468_SDN,7.7900390625,9.6689453125,7977,9901,9.2294921875,SD,N,0.5971645758955397,0.7411967488957928,0.007569425482050196
469,2469,925,V_p469_SHW,-12.4169921875,-1.888671875,-12715,-1934,1.0,SH,W,-0.9420100375348501,-0.14328331990502557,0.007481864037307551
470,2470,926,V_p470_HAE,10.5546875,-7.0771484375,10808,-7247,2.23876953125,HA,E,0.7922487166941737,-0.5312200638307436,0.007373135119107088
471,2471,927,V_p471_PDN,-3.0380859375,12.4951171875,-3111,12795,5.228515625,PD,N,-0.22559620609118422,0.9278378196517847,0.00731507886718874
472,2472,928,V_p472_SHS,-6.2763671875,-11.4033203125,-6427,-11677,1.0,SH,S,-0.46091421420260353,-0.8374195237659564,0.00716770360256036
473,2473,929,V_p473_SDE,12.484375,4.220703125,12784,4322,8.8525390625,SD,E,0.9064898725579633,0.3064650523463327,0.0071352724020765645
474,2474,930,V_p474_PDW,-12.2109375,5.388671875,-12504,5518,1.0,PD,W,-0.8763672715540772,0.386739811615115,0.006991549915858153
475,2475,931,V_p475_HAS,5.43359375,-12.380859375,5564,-12678,1.0,HA,S,0.38536162724372747,-0.8780759723572928,0.006946925378751523
476,2476,932,V_p476_SDN,4.4140625,12.9697265625,4520,13281,9.19189453125,SD,N,0.3092753855958429,0.9087359283403517,0.006841377725131936
477,2477,933,V_p477_SHW,-12.1787109375,-6.6708984375,-12471,-6831,1.0,SH,W,-0.8427782433667099,-0.4616324416997831,0.006749954355784071
478,2478,934,V_p478_HAE,13.6748046875,-3.353515625,14003,-3434,5.66064453125,HA,E,0.9342528168799135,-0.22910977456013873,0.007804613665983284
479,2479,935,V_p479_PDN,-7.9287109375,11.876953125,-8119,12162,2.47412109375,PD,N,-0.534642932711283,0.8008778602826241,0.007621926257528333
480,2480,936,V_p480_SHS,-2.2080078125,-14.3203125,-2261,-14664,1.0,SH,S,-0.14689183418153207,-0.952685473877924,0.007527566657633877
481,2481,937,V_p481_SDE,11.470703125,9.2041015625,11746,9425,10.83740234375,SD,E,0.7526142398426439,0.603898281160984,0.007344331123388503
482,2482,938,V_p482_PDW,-14.9013671875,0.9765625,-15259,1000,1.0,PD,W,-0.9638804052166046,0.06316799300194013,0.0072478771730554725
483,2483,939,V_p483_HAS,10.4912109375,-10.9560546875,10743,-11219,1.0,HA,S,0.6687583944146162,-0.6983896888148169,0.0071205122022861556
484,2484,940,V_p484_PDN,-0.3408203125,15.412109375,-349,15782,8.03564453125,PD,N,-0.021399747971767396,0.9677100930957966,0.006967429564791856
485,2485,941,V_p485_SHS,-10.330078125,-11.7880859375,-10578,-12071,1.0,SH,S,-0.6385972837178948,-0.7287301769482614,0.006858308430461202
486,2486,942,V_p486_SDE,15.8486328125,1.744140625,16229,1786,9.29638671875,SD,E,0.9641222457066824,0.1061015669993305,0.006677613990084763
487,2487,943,V_p487_PDW,-13.0927734375,9.5869140625,-13407,9817,1.0,PD,W,-0.7833811980722283,0.5736147700063449,0.006589454907659276
488,2488,944,V_p488_HAS,3.2373046875,-16.205078125,3315,-16594,1.0,HA,S,0.1904017885412042,-0.9531002350083687,0.006409401170551554
489,2489,945,V_p489_SDN,8.7216796875,14.404296875,8931,14750,12.06298828125,SD,N,0.5039232644555722,0.8322548595588053,0.006320199847031027
490,2490,946,V_p490_SHW,-16.4794921875,-4.822265625,-16875,-4938,1.0,SH,W,-0.9347249211483929,-0.2735212835929342,0.006168863403966718
491,2491,947,V_p491_HAE,15.72265625,-7.7294921875,16100,-7915,4.49658203125,HA,E,0.8749038203927849,-0.43011576014962066,0.006054780793630421
492,2492,948,V_p492_PDN,-6.5068359375,16.6650390625,-6663,17065,5.5791015625,PD,N,-0.3549440234541563,0.9090679514100521,0.0059339300353755675
493,2493,949,V_p493_SHS,-6.6015625,-17.05078125,-6760,-17460,1.0,SH,S,-0.3527123083758223,-0.910999542047612,0.005790374260062903
494,2494,950,V_p494_SDE,16.759765625,8.298828125,17162,8498,13.029296875,SD,E,0.8763340029778389,0.43392881699718416,0.005677952111633022
495,2495,951,V_p495_PDW,-18.3935546875,5.326171875,-18835,5454,1.0,PD,W,-0.9402461541454322,0.2722645354239016,0.005534142314994384
496,2496,952,V_p496_HAS,10.2138671875,-16.7607421875,10459,-17163,1.0,HA,S,0.5099000864796408,-0.8367353651639807,0.005419322522163927
497,2497,953,V_p497_SDN,3.8896484375,19.7626953125,3983,20237,12.326171875,SD,N,0.18941392389078093,0.9623825201550926,0.0052393644715158505
498,2498,954,V_p498_SHW,-16.6640625,-12.2744140625,-17064,-12569,1.0,SH,W,-0.7905279124456596,-0.5822869978627224,0.0051635869865043205
499,2499,955,V_p499_HAE,21.17578125,-2.26953125,21684,-2324,9.953125,HA,E,0.9772188182142996,-0.10473420649004023,0.005038445038880124
500,2500,956,V_p500_PDN,-14.513671875,16.4677734375,-14862,16863,1.47705078125,PD,N,-0.6504814582736423,0.7380614204594557,0.004910377973041724
501,2501,957,V_p501_SHS,-0.4365234375,-22.6611328125,-447,-23205,1.0,SH,S,-0.018966421984944384,-0.9845991547217773,0.00479643485301838
502,2502,958,V_p502_SDN,16.1708984375,16.9833984375,16559,17391,17.0771484375,SD,N,0.6797533261333538,0.7139072464994961,0.0046604411647173105
503,2503,959,V_p503_SHW,-24.263671875,-1.66015625,-24846,-1700,1.0,SH,W,-0.9844413695514952,-0.06735693182957184,0.004546964854730023
504,2504,960,V_p504_HAE,19.7705078125,-15.771484375,20245,-16150,2.49951171875,HA,E,0.7721366127005234,-0.6159548676272389,0.0044472568807198964
505,2505,961,V_p505_PDN,-4.0947265625,26.0625,-4193,26688,11.48388671875,PD,N,-0.1534541360218418,0.9767192898046538,0.004304758962174693
506,2506,962,V_p506_SHS,-15.2724609375,-23.0185546875,-15639,-23571,1.0,SH,S,-0.5471569057213436,-0.8246713616444651,0.0041992710473715
507,2507,963,V_p507_SDE,28.197265625,7.0009765625,28874,7169,18.09912109375,SD,E,0.9614631808102755,0.2387175155236152,0.004073010626662432
508,2508,964,V_p508_PDW,-26.9873046875,14.681640625,-27635,15034,1.0,PD,W,-0.8710726786266546,0.4738811887270898,0.003969539124113242
509,2509,965,V_p509_HAS,10.626953125,-30.93359375,10882,-31676,1.0,HA,S,0.3225001905163599,-0.9387535411501762,0.0038491524713895053
510,2510,966,V_p510_SDN,14.0244140625,32.205078125,14361,32978,23.61474609375,SD,N,0.3966939359243309,0.9109513696060569,0.0037381338085733518
511,2511,967,V_p511_SHW,-34.8681640625,-15.505859375,-35705,-15878,1.0,SH,W,-0.9087462766628732,-0.40411912563655233,0.0036366028969165853
