# Memory two: the strict Nash equilibria among the 65536 binary memory-two strategies at eps = 1e-4, at each of the
# 512 games (data/games), and the share of the population on them (SI Figures 6d-f and 7d-f). One row per game, in
# ipt order. F2 = the run at N = 100, beta = 3, mu = 1e-4; F1 = the run at N = 1000, beta = 100, mu = 1e-2; both eps = 1e-4 (the runs' names in the kits).
# Strict: all sixteen one-flip deviations earn strictly less against the resident than it earns against itself, which
# at eps > 0 is strictness against all 65535 other memory-two strategies; decided exactly on the integer half-planes of
# MapBinM2's exact/exactcoef.py (DiskM2WF ne16.verdicts). Made by provenance/strict/reduce_strict.py.
# Columns:
#   ipt, u, v          the game, (R, S, T, P) = (1, u, 1 + v, 0), as in data/games/games.csv
#   n_strict           number of strict Nash equilibria at eps = 1/10000 (SI Figure 6d)
#   n_weak             number of weak equilibria (all sixteen one-flip gains <= 0); equal to n_strict at every game
#   n_eff              number of strategies efficient in the limit eps -> 0 at the game (7639 mutual cooperators below
#                      the switch line u + v = 1, 3072 alternators above it)
#   n_eff_strict       number of strict equilibria that are efficient in the limit (SI Figure 7d)
#   n_strict_float64   number with a positive margin pi(s,s) - max_t pi(t,s) in the double-precision brute-force scan
#                      of all 65535 deviations (provenance/strict/bruteforce), as the scan wrote it; see m2_float64_check.csv
#   share_F2, share_F1         share of the population on the strict equilibria (SI Figure 6e, 6f)
#   share_eff_F2, share_eff_F1 the same for the efficient strict equilibria (SI Figure 7e, 7f)
# Each share equals the sum (numpy.sum, rows in file order) of pi_F2 (pi_F1) over the game's rows of m2_sets.csv, bit for bit.
ipt,u,v,n_strict,n_weak,n_eff,n_eff_strict,n_strict_float64,share_F2,share_F1,share_eff_F2,share_eff_F1
409,-6.1328125,-4.8232421875,645,645,7639,128,645,0.017022677125674273,0.028765624495275328,0.011707081729258625,0.028685459835511278
410,7.826171875,-0.58984375,1,1,3072,0,0,1.676173995438111e-05,4.152200001917626e-07,0.0,0.0
411,-5.404296875,5.755859375,15,15,7639,0,15,0.006063459360880196,2.7311399486561753e-06,0.0,0.0
412,0.09765625,-7.9423828125,96,96,7639,56,96,0.0028472314194737335,0.005097069996283826,0.0028471668194732843,0.005090917396295328
413,5.32421875,5.9580078125,0,0,3072,0,0,0.0,0.0,0.0,0.0
414,-7.9990234375,-0.8017578125,409,409,7639,117,407,0.027605580565037702,0.05764775456248345,0.026130848552397758,0.05760091726267674
415,6.4794921875,-4.841796875,1,1,3072,0,1,8.799380324959431e-06,5.987799868680392e-07,0.0,0.0
416,-1.5166015625,7.99609375,15,15,3072,0,15,0.00038372857780930454,1.0317220210549861e-05,0.0,0.0
417,-4.3095703125,-6.962890625,645,645,7639,128,645,0.013329119595775783,0.04230694280295959,0.013328309355770857,0.042227188803242874
418,7.9306640625,2.2373046875,0,0,3072,0,0,0.0,0.0,0.0,0.0
419,-7.4052734375,3.73046875,15,15,7639,0,15,0.007709418304397248,0.00014964285672613314,0.0,0.0
420,2.958984375,-7.802734375,1,1,7639,1,1,3.735999949244476e-08,0.007528049841413665,3.735999949244476e-08,0.007528049841413665
421,3.1083984375,7.8017578125,0,0,3072,0,0,0.0,0.0,0.0,0.0
422,-7.611328125,-3.6767578125,645,645,7639,128,645,0.018966774992794866,0.06356296105717038,0.01896595513278564,0.06348254715703844
423,8.1484375,-2.4462890625,1,1,3072,0,0,8.183271716335576e-05,7.016399840747131e-07,0.0,0.0
424,-4.384765625,7.35546875,15,15,3072,0,15,0.0007064559015014826,2.946000027100516e-06,0.0,0.0
425,-1.7470703125,-8.44140625,575,575,7639,128,575,0.013960994260398854,0.027126208109897323,0.013960295020392989,0.02705739984997959
426,7.037109375,5.078125,0,0,3072,0,0,0.0,0.0,0.0,0.0
427,-8.6767578125,1.015625,19,19,7639,4,19,0.007174681569993206,0.033740848244927006,0.0035539741231825793,0.03286732179215592
428,5.7509765625,-6.6552734375,1,1,7639,1,1,0.0009271770249469524,0.008759160528294804,0.0009271770249469524,0.008759160528294804
429,0.2568359375,8.8525390625,0,0,3072,0,0,0.0,0.0,0.0,0.0
430,-6.2119140625,-6.3984375,645,645,7639,128,645,0.012690847896454662,0.02732672421554692,0.012690038716447784,0.02724672129586967
431,8.9638671875,0.525390625,0,0,3072,0,0,0.0,0.0,0.0,0.0
432,-7.013671875,5.7080078125,15,15,7639,0,15,0.007638053080830427,2.864680075094213e-06,0.0,0.0
433,1.3251953125,-9.0107421875,1,1,7639,1,1,0.0014547538014750257,0.029591908679459128,0.0014547538014750257,0.029591908679459128
434,5.1455078125,7.59375,0,0,3072,0,0,0.0,0.0,0.0,0.0
435,-8.98828125,-2.138671875,645,645,7639,128,645,0.013011466762416733,0.10048046241930977,0.013010585742413396,0.10040011059904747
436,8.1318359375,-4.52734375,1,1,3072,0,1,9.805679830076092e-06,2.234999899249362e-07,0.0,0.0
437,-2.9599609375,8.8974609375,15,15,3072,0,15,0.0004863210243674589,1.2933200023603329e-05,0.0,0.0
438,-3.8564453125,-8.6240234375,645,645,7639,128,645,0.02204025003269424,0.02844936668061498,0.022039445352688924,0.028369683600797533
439,8.734375,3.7822265625,0,0,3072,0,0,0.0,0.0,0.0,0.0
440,-9.064453125,3.134765625,15,15,7639,0,15,0.006375525581469576,2.733320016109621e-06,0.0,0.0
441,4.6015625,-8.4990234375,1,1,7639,1,1,0.0007656466913745532,0.003764329237948421,0.0007656466913745532,0.003764329237948421
442,2.3662109375,9.44921875,0,0,3072,0,0,0.0,0.0,0.0,0.0
443,-8.19140625,-5.4111328125,645,645,7639,128,645,0.01683619869466661,0.05070062478681609,0.012786331021262518,0.05062035178699617
444,9.7734375,-1.5556640625,1,1,3072,0,0,2.2199999660023096e-09,4.848799889196169e-07,0.0,0.0
445,-6.205078125,7.8115234375,15,15,3072,0,15,0.0008301427890073742,2.7423800556724404e-06,0.0,0.0
446,-0.70703125,-10.033203125,415,415,7639,106,415,0.012449170515385894,0.04989915640977112,0.012448682995382458,0.049851637629789045
447,7.3583984375,6.9775390625,0,0,3072,0,0,0.0,0.0,0.0,0.0
448,-10.224609375,-0.17578125,176,176,7639,117,173,0.026494961269128228,0.0815858412956749,0.02375662046780306,0.08157319737551065
449,7.7236328125,-6.833984375,1,1,7639,1,1,0.0002298455801699081,0.0050286170894721025,0.0002298455801699081,0.0050286170894721025
450,-1.087890625,10.3447265625,15,15,3072,0,15,0.0002665754803333063,6.463060051829072e-06,0.0,0.0
451,-6.2392578125,-8.435546875,645,645,7639,128,645,0.019904288130934304,0.03957100789895023,0.01990348309092734,0.03949123191917589
452,10.3896484375,2.0224609375,0,0,3072,0,0,0.0,0.0,0.0,0.0
453,-9.1083984375,5.576171875,15,15,7639,0,15,0.01193761273133213,0.013314438809184103,0.0,0.0
454,2.9765625,-10.357421875,1,1,7639,1,1,1.7253999827298374e-07,0.007680744854603791,1.7253999827298374e-07,0.007680744854603791
455,4.845703125,9.736328125,0,0,3072,0,0,0.0,0.0,0.0,0.0
456,-10.244140625,-3.9423828125,645,645,7639,128,645,0.035330394488211625,0.08879874540789474,0.026348975691259702,0.08871818062795737
457,10.3134765625,-4.05078125,1,1,3072,0,1,8.204940246353936e-05,1.9428000779788843e-07,0.0,0.0
458,-4.9150390625,10.048828125,15,15,3072,0,15,0.0006441405836761782,7.166980056942937e-06,0.0,0.0
459,-3.1943359375,-10.8349609375,645,645,7639,128,645,0.014859677456280395,0.029117952132108584,0.014858868096272723,0.02903829081243159
460,9.76953125,5.888671875,0,0,3072,0,0,0.0,0.0,0.0,0.0
461,-11.2939453125,2.2802734375,15,15,7639,0,15,0.00392137967513855,2.6068399823840542e-06,0.0,0.0
462,6.857421875,-9.4052734375,1,1,7639,1,1,0.0005306181837448022,0.01042258550439902,0.0005306181837448022,0.01042258550439902
463,1.310546875,11.6875,0,0,3072,0,0,0.0,0.0,0.0,0.0
464,-8.9541015625,-7.814453125,645,645,7639,128,645,0.01926577969363352,0.036238811973986644,0.019264974613627917,0.036158765794213836
465,12.0087890625,-0.2900390625,1,1,3072,0,0,3.1600000453515993e-09,3.703800051596169e-07,0.0,0.0
466,-8.75390625,8.416015625,15,15,7639,0,15,0.0072332588644897396,2.652739958090307e-06,0.0,0.0
467,0.7783203125,-12.2529296875,56,56,7639,56,56,0.00017760481638454066,0.009515522653050315,0.00017760481638454066,0.009515522653050315
468,7.7900390625,9.6689453125,0,0,3072,0,0,0.0,0.0,0.0,0.0
469,-12.4169921875,-1.888671875,587,587,7639,128,587,0.026810893548226206,0.04434601330227907,0.01742152889322583,0.04427469192170023
470,10.5546875,-7.0771484375,1,1,3072,0,1,3.0184779493504718e-05,2.3190000049270989e-07,0.0,0.0
471,-3.0380859375,12.4951171875,15,15,3072,0,15,0.00028728163721136523,1.620331991598458e-05,0.0,0.0
472,-6.2763671875,-11.4033203125,645,645,7639,128,645,0.029328667673917154,0.033892273169497465,0.029327859493910428,0.03381247946974489
473,12.484375,4.220703125,0,0,3072,0,0,0.0,0.0,0.0,0.0
474,-12.2109375,5.388671875,15,15,7639,0,15,0.006675117405544191,3.1151199227579917e-06,0.0,0.0
475,5.43359375,-12.380859375,1,1,7639,1,1,0.0004761971658654792,0.014627088835238874,0.0004761971658654792,0.014627088835238874
476,4.4140625,12.9697265625,0,0,3072,0,0,0.0,0.0,0.0,0.0
477,-12.1787109375,-6.6708984375,645,645,7639,128,645,0.025215949250851473,0.04216262307652065,0.021595023322842362,0.042082138556777664
478,13.6748046875,-3.353515625,1,1,3072,0,1,1.7746440830684042e-05,5.294600045094259e-07,0.0,0.0
479,-7.9287109375,11.876953125,15,15,3072,0,15,0.0006102463448468875,2.7717999917302567e-06,0.0,0.0
480,-2.2080078125,-14.3203125,645,645,7639,128,645,0.013179757239394749,0.035764968790841914,0.013178948059387267,0.03568538301071455
481,11.470703125,9.2041015625,0,0,3072,0,0,0.0,0.0,0.0,0.0
482,-14.9013671875,0.9765625,27,27,7639,11,27,0.006863969563219004,0.05800036650088356,0.0021738079963288985,0.0564208379655737
483,10.4912109375,-10.9560546875,1,1,7639,1,1,0.00018596691354702614,0.005385378379229488,0.00018596691354702614,0.005385378379229488
484,-0.3408203125,15.412109375,6,6,3072,0,6,5.421363987885617e-05,2.2334599628060943e-06,0.0,0.0
485,-10.330078125,-11.7880859375,645,645,7639,128,645,0.016709288144071476,0.02431966790398699,0.016708487584064735,0.024239724344133514
486,15.8486328125,1.744140625,0,0,3072,0,0,0.0,0.0,0.0,0.0
487,-13.0927734375,9.5869140625,15,15,7639,0,15,0.011170600497331637,3.355779913893417e-06,0.0,0.0
488,3.2373046875,-16.205078125,1,1,7639,1,1,5.104000067114543e-08,0.021329853751395778,5.104000067114543e-08,0.021329853751395778
489,8.7216796875,14.404296875,0,0,3072,0,0,0.0,0.0,0.0,0.0
490,-16.4794921875,-4.822265625,645,645,7639,128,645,0.018605693607436524,0.06886170904785816,0.01860487116743062,0.06878064622793574
491,15.72265625,-7.7294921875,1,1,3072,0,1,8.23540006190499e-07,1.8625999671906563e-07,0.0,0.0
492,-6.5068359375,16.6650390625,15,15,3072,0,15,0.0005492703849288263,3.0168080107979616e-05,0.0,0.0
493,-6.6015625,-17.05078125,645,645,7639,128,645,0.03196266186336129,0.02931087212313982,0.03196185514335498,0.029231148803602558
494,16.759765625,8.298828125,0,0,3072,0,0,0.0,0.0,0.0,0.0
495,-18.3935546875,5.326171875,15,15,7639,0,15,0.005276602867461688,2.7764600169651706e-06,0.0,0.0
496,10.2138671875,-16.7607421875,1,1,7639,1,1,6.52799983218425e-08,0.007522755749659198,6.52799983218425e-08,0.007522755749659198
497,3.8896484375,19.7626953125,0,0,3072,0,0,0.0,0.0,0.0,0.0
498,-16.6640625,-12.2744140625,645,645,7639,128,645,0.01274713011555602,0.03606103744238618,0.012746329135547239,0.035980810362712584
499,21.17578125,-2.26953125,1,1,3072,0,0,5.287140092420608e-06,3.5190001246515885e-07,0.0,0.0
500,-14.513671875,16.4677734375,15,15,3072,0,15,0.0007221502122004288,2.6985400020704864e-06,0.0,0.0
501,-0.4365234375,-22.6611328125,309,309,7639,106,309,0.02178815125994807,0.056409490663593416,0.02178783701994556,0.05637827624364932
502,16.1708984375,16.9833984375,0,0,3072,0,0,0.0,0.0,0.0,0.0
503,-24.263671875,-1.66015625,587,587,7639,128,587,0.01583776165821283,0.05202732684214765,0.01583693813821494,0.03468454887100027
504,19.7705078125,-15.771484375,1,1,3072,0,1,0.0001716505943597171,2.276399996222851e-07,0.0,0.0
505,-4.0947265625,26.0625,15,15,3072,0,15,0.00031866964211846376,1.0447100048350987e-05,0.0,0.0
506,-15.2724609375,-23.0185546875,645,645,7639,128,645,0.029834183696416258,0.031043630481027797,0.02983338837640946,0.03096378388168632
507,28.197265625,7.0009765625,0,0,3072,0,0,0.0,0.0,0.0,0.0
508,-26.9873046875,14.681640625,15,15,7639,0,15,0.01024095404868786,0.04320773971491427,0.0,0.0
509,10.626953125,-30.93359375,1,1,7639,1,1,1.284199981231042e-07,0.006633446529966352,1.284199981231042e-07,0.006633446529966352
510,14.0244140625,32.205078125,0,0,3072,0,0,0.0,0.0,0.0,0.0
511,-34.8681640625,-15.505859375,645,645,7639,128,645,0.024157926086973865,0.05546887479534996,0.024157116866967306,0.02987266292069105
