# replicates_dw3_e4.csv -- memory-two Wright-Fisher run dw3_e4 (parameters: runs.csv), one row per (game, replicate),
# 5120 rows, ipt order 0..511, replicates 1..10 within a game.
# Reduced by provenance/robustness/reduce.py from the packed files dw3_e4.{idx,win} and atoms512.bin.
# Columns:
#   ipt      the game (data/games/games.csv)
#   rep      the replicate, 1..10
#   seed     the replicate's seed: seed_base + (isl - 1)*10 + rep, seed_base = 10000000 (runs.csv), isl from games_dw3_e4.csv
#   top          the replicate's most abundant strategy over its sampled half (the .win 'rank1'): its integer code
#                0..65535 of the Methods (the genome read as a binary number; ALLD = 0, ALLC = 65535)
#   top_atom     its atom at this game as the integer code 4*efficient + 2*stable + competitive (0..7; 101 = 5 never
#                occurs); e.g. 7 = 111 (a friendly rival), 6 = 110, 4 = 100
#   top_share    its share of the replicate's sampled population (the .win 'abund')
#   top_selfpay  its per-round payoff against itself at this game (the .win 'selfpay')
ipt,rep,seed,top,top_atom,top_share,top_selfpay
6,9,10013859,59529,6,0.36472865,0.9996392
6,10,10013860,25737,6,0.44653314,0.9995891
7,1,10013881,64655,6,0.25555224,0.9997623
7,2,10013882,32845,6,0.19610772,0.9995623
7,3,10013883,37017,6,0.331586,0.9995247
7,4,10013884,63049,6,0.20897463,0.9997623
7,5,10013885,37935,6,0.28087789,0.9995624
7,6,10013886,29837,6,0.27192788,0.9997622
7,7,10013887,30735,6,0.16965872,0.9997622
7,8,10013888,64011,6,0.15369769,0.9997057
7,9,10013889,14471,6,0.36645475,0.9995497
7,10,10013890,57167,6,0.59572941,0.9999244
8,1,10013911,34953,6,0.60501029,0.9994721
8,2,10013912,31759,6,0.30677287,0.999672
8,3,10013913,37067,6,0.50355308,0.9994721
8,4,10013914,40783,6,0.35228199,0.999744
8,5,10013915,59593,6,0.23925386,0.999672
8,6,10013916,37065,6,0.61512184,0.9994721
8,7,10013917,63629,6,0.56843961,0.999672
8,8,10013918,33835,6,0.56006749,0.9994721
8,9,10013919,38169,6,0.25768331,0.999672
8,10,10013920,59535,6,0.58533227,0.9996721
9,1,10013941,62751,6,0.27430803,0.9998735
9,2,10013942,14207,6,0.19982122,0.9998735
9,3,10013943,65375,6,0.69728823,0.9998735
9,4,10013944,30313,6,0.13698462,0.9996736
9,5,10013945,31863,6,0.19796161,0.9996722
9,6,10013946,31981,6,0.30474394,0.9996735
9,7,10013947,36127,6,0.56996016,0.9998734
9,8,10013948,31071,6,0.39817703,0.9998735
9,9,10013949,23391,6,0.31416534,0.9998735
9,10,10013950,10711,6,0.27038204,0.9998234
10,1,10013971,32973,6,0.2802174,0.9995723
10,2,10013972,34825,6,0.4742722,0.9995723
10,3,10013973,22921,6,0.18629074,0.9994172
10,4,10013974,37131,6,0.30858527,0.9995446
10,5,10013975,39435,6,0.5149348,0.999503
10,6,10013976,36879,6,0.84082845,0.9995723
10,7,10013977,34825,6,0.79836409,0.9995723
10,8,10013978,35851,6,0.37478533,0.9995723
10,9,10013979,28687,6,0.3850499,0.9997722
10,10,10013980,39435,6,0.16080693,0.999503
11,1,10014001,59531,6,0.29907905,0.9996176
11,2,10014002,34831,6,0.54327301,0.9994177
11,3,10014003,33357,6,0.51634588,0.9994177
11,4,10014004,33247,6,0.37835176,0.9998175
11,5,10014005,43863,6,0.23412711,0.9997842
11,6,10014006,31305,6,0.31116857,0.9996176
11,7,10014007,29259,6,0.77401348,0.9996176
11,8,10014008,63631,6,0.17492846,0.9996177
11,9,10014009,62089,6,0.62468118,0.9995265
11,10,10014010,28367,6,0.18345816,0.9995677
12,1,10014031,62719,6,0.38150453,0.9998961
12,2,10014032,42719,6,0.14979447,0.9998442
12,3,10014033,61471,6,0.17828446,0.9996963
12,4,10014034,14743,6,0.32074494,0.999923
12,5,10014035,33599,6,0.30549001,0.9998961
12,6,10014036,36127,6,0.40848868,0.9999479
12,7,10014037,37743,6,0.34983463,0.9998701
12,8,10014038,14167,6,0.38957077,0.9998828
12,9,10014039,47959,6,0.2658605,0.999923
12,10,10014040,58655,6,0.2434095,0.999948
13,1,10014061,37145,6,0.50945205,0.9997159
13,2,10014062,62479,6,0.35642608,0.999716
13,3,10014063,38953,6,0.65168146,0.9994741
13,4,10014064,57419,6,0.2987968,0.999716
13,5,10014065,32783,6,0.37900141,0.9995161
13,6,10014066,57161,6,0.50501098,0.999632
13,7,10014067,32813,6,0.3663416,0.9994741
13,8,10014068,59913,6,0.26865922,0.99959
13,9,10014069,38863,6,0.2851281,0.9998319
13,10,10014070,38927,6,0.48083665,0.999516
14,1,10014091,19295,6,0.20759038,0.9997739
14,2,10014092,58751,6,0.28718047,0.9998239
14,3,10014093,58687,6,0.23454311,0.9998239
14,4,10014094,17855,6,0.20303262,0.9997739
14,5,10014095,65407,6,0.24126529,0.9998239
14,6,10014096,37855,6,0.28384491,0.9998239
14,7,10014097,15743,6,0.45670731,0.9998239
14,8,10014098,34815,6,0.37416115,0.9998239
14,9,10014099,39263,6,0.28967558,0.9998238
14,10,10014100,63497,6,0.34732082,0.999624
15,1,10014121,34857,6,0.27353273,0.9995989
15,2,10014122,61545,6,0.1614534,0.9997983
15,3,10014123,35339,6,0.99769228,0.9995973
15,4,10014124,36365,6,0.14540296,0.9995969
15,5,10014125,33323,6,0.49423192,0.9995985
15,6,10014126,33325,6,0.23858206,0.9995985
15,7,10014127,59401,6,0.46093117,0.9997992
15,8,10014128,57871,6,0.21331614,0.9997988
15,9,10014129,33323,6,0.51833843,0.9995985
15,10,10014130,43151,6,0.28953533,0.9997983
16,1,10014151,37453,6,0.76348911,0.9994306
16,2,10014152,37388,2,0.62407,0.6663125
16,3,10014153,26703,6,0.37383752,0.9995805
16,4,10014154,63497,6,0.31606312,0.9996305
16,5,10014155,37453,6,0.57725498,0.9994306
16,6,10014156,58511,6,0.38087445,0.9996304
16,7,10014157,31753,6,0.76059641,0.9996305
16,8,10014158,37711,6,0.42359353,0.999661
16,9,10014159,30861,6,0.29678839,0.9996305
16,10,10014160,24649,6,0.71505589,0.9995805
17,1,10014181,32631,7,0.36907848,0.9998752
17,2,10014182,16255,7,0.18595641,0.9999002
17,3,10014183,30111,6,0.22084927,0.9999001
17,4,10014184,63903,6,0.46669283,0.9999002
17,5,10014185,26463,7,0.13137905,0.9998502
17,6,10014186,46583,7,0.26282927,0.9998752
17,7,10014187,31743,7,0.24252441,0.9998503
17,8,10014188,61855,6,0.12234312,0.9999002
17,9,10014189,35959,6,0.13015435,0.9997005
17,10,10014190,36823,7,0.21016604,0.9998669
18,1,10014211,38985,6,0.32621023,0.9995736
18,2,10014212,32783,6,0.63555331,0.9995736
18,3,10014213,38025,6,0.6036677,0.9995736
18,4,10014214,35465,6,0.40646159,0.9995603
18,5,10014215,61711,6,0.30426933,0.999747
18,6,10014216,40073,6,0.47163564,0.9995737
18,7,10014217,35033,6,0.49535687,0.9995471
18,8,10014218,32975,6,0.40869217,0.9995736
18,9,10014219,33803,6,0.17838559,0.9995736
18,10,10014220,39051,6,0.93534984,0.9995736
19,1,10014241,37069,6,0.99865596,0.9993884
19,2,10014242,43479,6,0.42647478,0.9997549
19,3,10014243,29389,6,0.54154258,0.9995884
19,4,10014244,65097,6,0.51749532,0.9995884
19,5,10014245,30111,6,0.15655304,0.9997883
19,6,10014246,35977,6,0.33907318,0.9993885
19,7,10014247,55703,6,0.25936323,0.9997633
19,8,10014248,64687,6,0.42393531,0.9995885
19,9,10014249,52639,6,0.23901456,0.9997883
19,10,10014250,60255,6,0.3221017,0.9997884
20,1,10014271,40857,6,0.4131712,0.9997829
20,2,10014272,30797,6,0.40113552,0.9997914
20,3,10014273,37337,6,0.78473649,0.9997914
20,4,10014274,59467,6,0.24423449,0.9997914
20,5,10014275,24621,6,0.18404878,0.9997372
20,6,10014276,60045,6,0.2745078,0.9997872
20,7,10014277,40729,6,0.56476506,0.9997744
20,8,10014278,40345,6,0.38938588,0.9997915
20,9,10014279,37067,6,0.30293489,0.9995916
20,10,10014280,31789,6,0.21569697,0.9997914
21,1,10014301,33357,6,0.30186786,0.9994793
21,2,10014302,61449,6,0.43356123,0.9996793
21,3,10014303,39113,6,0.45811516,0.9994794
21,4,10014304,59529,6,0.27086366,0.9996792
21,5,10014305,32909,6,0.99774448,0.9994793
21,6,10014306,23375,6,0.33919313,0.9997584
21,7,10014307,32783,6,0.99923063,0.9994794
21,8,10014308,29259,6,0.83496095,0.9996792
21,9,10014309,31309,6,0.44765438,0.9996792
21,10,10014310,38441,6,0.24560814,0.9994191
22,1,10014331,49087,7,0.19439106,0.9997534
22,2,10014332,36553,6,0.45006881,0.9994357
22,3,10014333,14807,6,0.30716206,0.9998104
22,4,10014334,34175,7,0.17452987,0.9998355
22,5,10014335,15767,6,0.33728402,0.9998104
22,6,10014336,30527,7,0.20443005,0.9997534
22,7,10014337,38399,7,0.29842123,0.9998355
22,8,10014338,59081,6,0.25850757,0.9996354
22,9,10014339,51679,6,0.33099965,0.9998355
22,10,10014340,47959,7,0.35150121,0.9998105
23,1,10014361,52317,6,0.51839158,1.0950768
23,2,10014362,52010,6,0.75337909,1.0949769
23,3,10014363,56077,6,0.28656588,1.0950768
23,4,10014364,54917,6,0.68350602,1.094833
23,5,10014365,56101,6,0.50625783,1.0950019
23,6,10014366,51971,6,0.2855822,1.0949769
23,7,10014367,57099,6,0.28241144,1.0950768
23,8,10014368,56068,6,0.40405127,1.0949769
23,9,10014369,23333,6,0.53406622,1.0949769
23,10,10014370,16139,6,0.95815902,1.0950268
24,1,10014391,38063,6,0.24268966,0.9993882
24,2,10014392,64079,6,0.6362587,0.999588
24,3,10014393,59983,6,0.32635523,0.999588
24,4,10014394,60557,6,0.47289458,0.9995879
24,5,10014395,31753,6,0.53421813,0.9995879
24,6,10014396,55775,6,0.2253606,0.9997878
24,7,10014397,28879,6,0.69732349,0.9995879
24,8,10014398,37215,6,0.5743462,0.9997878
24,9,10014399,19399,6,0.2548191,0.9995259
24,10,10014400,61035,6,0.61751988,0.9995878
25,1,10014421,31519,7,0.17883511,0.9999168
25,2,10014422,48569,6,0.4329074,0.9997446
25,3,10014423,29119,6,0.19411505,0.9999168
25,4,10014424,9719,7,0.20875708,0.9998945
25,5,10014425,52039,6,0.18770353,0.9998557
25,6,10014426,20471,7,0.22454098,0.9998945
25,7,10014427,61279,7,0.25081516,0.9999445
25,8,10014428,43487,6,0.23455047,0.9999445
25,9,10014429,31647,7,0.11238245,0.9999168
25,10,10014430,26975,6,0.13836425,0.9998945
26,1,10014451,36045,6,0.4332036,0.9994998
26,2,10014452,38953,6,0.8038473,0.9995249
26,3,10014453,38927,6,0.37969549,0.9995499
26,4,10014454,35851,6,0.63130738,0.9995499
26,5,10014455,37069,6,0.33563458,0.9995499
26,6,10014456,32911,6,0.70873293,0.9995499
26,7,10014457,37901,6,0.99743699,0.99955
26,8,10014458,35981,6,0.31109295,0.9995499
26,9,10014459,33933,6,0.65755009,0.9995499
26,10,10014460,32971,6,0.67930026,0.9995499
27,1,10014481,39199,6,0.99715643,0.9997786
27,2,10014482,44447,6,0.57232702,0.9997786
27,3,10014483,33119,6,0.775454,0.9997786
27,4,10014484,64077,6,0.28965285,0.9995787
27,5,10014485,40959,6,0.30909008,0.9997787
27,6,10014486,3039,6,0.25575377,0.9996288
27,7,10014487,8159,6,0.46744424,0.9997787
27,8,10014488,62879,6,0.26004154,0.9997787
27,9,10014489,46943,6,0.36939427,0.9997787
27,10,10014490,44447,6,0.41434468,0.9997786
28,1,10014511,16333,0,0.27025251,1.0761094
28,2,10014512,21706,6,0.44892258,1.1518861
28,3,10014513,16260,6,0.45981338,1.1519776
28,4,10014514,24005,6,0.76165278,1.1520276
28,5,10014515,53035,6,0.9989923,1.1521829
28,6,10014516,178,0,0.52728646,0.7681678
28,7,10014517,56540,6,0.89927356,1.1520526
28,8,10014518,54723,6,0.99851433,1.1521079
28,9,10014519,16269,6,0.52229836,1.1521025
28,10,10014520,44116,6,0.9991766,1.1520496
29,1,10014541,39051,6,0.79557147,0.9994301
29,2,10014542,34893,6,0.51969101,0.99943
29,3,10014543,62159,6,0.33300768,0.99963
29,4,10014544,22471,6,0.61883643,0.999635
29,5,10014545,34889,6,0.88197687,0.99943
29,6,10014546,35981,6,0.45522482,0.9994301
29,7,10014547,34953,6,0.99881531,0.9994301
29,8,10014548,37069,6,0.99902974,0.9994301
29,9,10014549,57995,6,0.26168836,0.9995451
29,10,10014550,38734,2,0.29341292,0.6664723
30,1,10014571,26623,7,0.26291132,0.9998199
30,2,10014572,32247,7,0.21606222,0.9998449
30,3,10014573,7679,7,0.35372459,0.9998699
30,4,10014574,32639,7,0.23497387,0.9998699
30,5,10014575,2047,7,0.3124143,0.9998199
30,6,10014576,3447,7,0.21994732,0.9998199
30,7,10014577,65015,7,0.26148574,0.9998449
30,8,10014578,37727,6,0.33408973,0.9998699
30,9,10014579,32031,6,0.44387777,0.9998699
30,10,10014580,48639,7,0.33123967,0.9998699
31,1,10014601,56069,6,0.66171345,1.0881686
31,2,10014602,52013,6,0.85584087,1.0882436
31,3,10014603,24333,7,0.66408992,1.0881936
31,4,10014604,19211,7,0.99889824,1.0881437
31,5,10014605,44364,6,0.51753799,1.0881437
31,6,10014606,15683,6,0.61512912,1.0881437
31,7,10014607,48642,6,0.97638025,1.0879762
31,8,10014608,43531,6,0.9292528,1.088126
31,9,10014609,22402,6,0.31079141,1.0881187
31,10,10014610,56204,6,0.28503207,1.088126
32,1,10014631,61645,6,0.99817044,0.9995547
32,2,10014632,11159,6,0.27658716,0.999582
32,3,10014633,32973,6,0.99880671,0.9993547
32,4,10014634,29385,6,0.24386281,0.9995547
32,5,10014635,47959,6,0.53201771,0.9997296
32,6,10014636,31887,6,0.28153725,0.9995548
32,7,10014637,32031,6,0.56386799,0.9997546
32,8,10014638,61517,6,0.47417837,0.9995547
32,9,10014639,38271,6,0.2216252,0.9997547
32,10,10014640,61455,6,0.49165118,0.9995548
33,1,10014661,62455,7,0.09673746,0.9999264
33,2,10014662,56927,7,0.21800347,0.9999885
33,3,10014663,28503,7,0.35172583,0.9999462
33,4,10014664,59135,7,0.13938981,0.9999923
33,5,10014665,15839,7,0.23846014,0.9999923
33,6,10014666,32511,7,0.21821082,0.9999924
33,7,10014667,41983,7,0.2543,0.9999923
33,8,10014668,59391,7,0.28085167,0.9999962
33,9,10014669,54271,7,0.19856379,0.9999924
33,10,10014670,30527,7,0.16363522,0.9999943
34,1,10014691,33357,6,0.55414683,0.999506
34,2,10014692,35021,6,0.35856218,0.999506
34,3,10014693,40079,6,0.58814246,0.9995062
34,4,10014694,19271,6,0.29994078,0.9997617
34,5,10014695,36905,6,0.67441937,0.999459
34,6,10014696,39499,6,0.54917909,0.9995059
34,7,10014697,40521,6,0.6404298,0.9995061
34,8,10014698,33423,6,0.53338797,0.999459
34,9,10014699,39053,6,0.9823371,0.999506
34,10,10014700,18831,6,0.30903967,0.9993682
35,1,10014721,32191,6,0.29343648,0.9997919
35,2,10014722,57207,7,0.47754126,0.9997669
35,3,10014723,24439,7,0.36130544,0.9997669
35,4,10014724,61271,7,0.32130991,0.9997585
35,5,10014725,52119,7,0.31577545,0.9996545
35,6,10014726,48511,7,0.21839108,0.9997919
35,7,10014727,54719,6,0.37474279,0.9997918
35,8,10014728,22015,7,0.52691369,0.9997919
35,9,10014729,32639,7,0.47157825,0.9997919
35,10,10014730,30591,7,0.59941048,0.9997919
36,1,10014751,55819,6,0.33825045,1.2779535
36,2,10014752,23331,6,0.45943504,1.2780091
36,3,10014753,17620,6,0.79355827,1.2779092
36,4,10014754,55172,6,0.40868406,1.2780091
36,5,10014755,15115,6,0.7018252,1.2780591
36,6,10014756,48941,6,0.63261822,1.2781091
36,7,10014757,47875,6,0.99852888,1.2780341
36,8,10014758,56107,6,0.34060391,1.2781091
36,9,10014759,23341,6,0.44095988,1.2780591
36,10,10014760,47917,6,0.83856424,1.2781091
37,1,10014781,63565,6,0.43155179,0.9995783
37,2,10014782,63181,6,0.83603225,0.9995782
37,3,10014783,37279,6,0.44345747,0.9997783
37,4,10014784,59983,6,0.40601512,0.9995784
37,5,10014785,31755,6,0.64562445,0.9995783
37,6,10014786,33183,6,0.99833098,0.9997782
37,7,10014787,24779,6,0.23351477,0.9995283
37,8,10014788,59471,6,0.42231795,0.9995783
37,9,10014789,32969,6,0.85046221,0.9993784
37,10,10014790,38303,6,0.53528125,0.9997782
38,1,10014811,32127,7,0.23604733,0.9999218
38,2,10014812,63455,7,0.30693589,0.9999218
38,3,10014813,52599,7,0.38102875,0.9998884
38,4,10014814,13815,7,0.32435627,0.9998968
38,5,10014815,35799,7,0.18196527,0.9998218
38,6,10014816,28023,7,0.1317991,0.9998717
38,7,10014817,48983,7,0.30349983,0.9998968
38,8,10014818,59359,7,0.14063282,0.9999218
38,9,10014819,59383,7,0.45830551,0.9998884
38,10,10014820,26559,7,0.22784506,0.9998327
39,1,10014841,39467,6,0.29856921,0.9995707
39,2,10014842,32847,6,0.57272043,0.9995927
39,3,10014843,36873,6,0.99898014,0.9995927
39,4,10014844,33805,6,0.41149938,0.9995927
39,5,10014845,37389,6,0.52745251,0.9995891
39,6,10014846,34827,6,0.27787846,0.9995927
39,7,10014847,34831,6,0.55226869,0.9995927
39,8,10014848,33295,6,0.63843394,0.9995891
39,9,10014849,32809,6,0.46407216,0.9995891
39,10,10014850,36939,6,0.47337923,0.9995927
40,1,10014871,35103,6,0.49671384,0.9997391
40,2,10014872,20439,6,0.33812695,0.9996892
40,3,10014873,58687,6,0.44756517,0.9997391
40,4,10014874,47583,6,0.53608906,0.9997391
40,5,10014875,59743,6,0.90755284,0.9997391
40,6,10014876,47575,6,0.67295693,0.999714
40,7,10014877,42879,6,0.17851033,0.9997391
40,8,10014878,32631,6,0.37881561,0.9997142
40,9,10014879,32191,6,0.42318436,0.9997392
40,10,10014880,31433,6,0.63173559,0.9995392
41,1,10014901,52011,6,0.61832374,1.2258839
41,2,10014902,57131,6,0.3874836,1.2258839
41,3,10014903,51981,6,0.39382937,1.2258838
41,4,10014904,48659,6,0.94816903,1.2258089
41,5,10014905,48011,6,0.42140767,1.2258387
41,6,10014906,14219,6,0.70695725,1.2258339
41,7,10014907,13971,6,0.53443138,1.2257839
41,8,10014908,52011,6,0.23256251,1.2258839
41,9,10014909,56075,6,0.35819484,1.2258838
41,10,10014910,8866,4,0.57907233,1.2254392
42,1,10014931,32781,6,0.99912048,0.9994484
42,2,10014932,36941,6,0.3312857,0.9994484
42,3,10014933,51407,6,0.27106937,0.9994967
42,4,10014934,57931,6,0.62883779,0.9996483
42,5,10014935,63565,6,0.80403413,0.9996482
42,6,10014936,40783,6,0.40793818,0.9996966
42,7,10014937,34889,6,0.35751829,0.9994483
42,8,10014938,6095,6,0.48763035,0.9995966
42,9,10014939,36937,6,0.39444464,0.9994484
42,10,10014940,38921,6,0.53427106,0.9994483
43,1,10014961,44919,7,0.48043076,0.9997952
43,2,10014962,40791,7,0.24254511,0.9998035
43,3,10014963,48511,7,0.35951701,0.9998285
43,4,10014964,52663,6,0.40068972,0.9997952
43,5,10014965,48575,6,0.41523851,0.9998285
43,6,10014966,25983,7,0.37182451,0.9997785
43,7,10014967,59231,7,0.52613854,0.9998285
43,8,10014968,45047,7,0.31258713,0.9997952
43,9,10014969,53215,7,0.35902215,0.9998285
43,10,10014970,51167,7,0.34555975,0.9998285
44,1,10014991,24323,7,0.99882386,1.2994849
44,2,10014992,18317,6,0.58971366,1.2994849
44,3,10014993,51755,6,0.2229324,1.299425
44,4,10014994,48683,6,0.28765052,1.299425
44,5,10014995,56108,6,0.38170867,1.2995182
44,6,10014996,24365,6,0.57783789,1.2995349
44,7,10014997,16133,6,0.28163398,1.2994849
44,8,10014998,54733,6,0.3233231,1.2995849
44,9,10014999,23051,7,0.50403168,1.2993251
44,10,10015000,56412,6,0.70331091,1.2995182
45,1,10015021,31759,6,0.49996983,0.9995345
45,2,10015022,55767,6,0.34930652,0.9997094
45,3,10015023,32843,6,0.51959995,0.9993346
45,4,10015024,59979,6,0.26452708,0.9995344
45,5,10015025,39625,6,0.94782367,0.9993347
45,6,10015026,56727,6,0.23550836,0.9997094
45,7,10015027,55879,6,0.38168778,0.9988795
45,8,10015028,35853,6,0.68678023,0.9993345
45,9,10015029,62879,6,0.34237865,0.9997344
45,10,10015030,24653,6,0.44926525,0.9994845
46,1,10015051,61375,7,0.18761801,0.9999746
46,2,10015052,20351,7,0.44562933,0.9999331
46,3,10015053,65503,7,0.19574367,0.9999831
46,4,10015054,28495,7,0.12716631,0.9999162
46,5,10015055,32095,7,0.19682459,0.9999662
46,6,10015056,48639,7,0.48233514,0.9999831
46,7,10015057,39743,7,0.22961027,0.9999662
46,8,10015058,59391,7,0.20507521,0.9999831
46,9,10015059,24055,7,0.32171486,0.9999581
46,10,10015060,24183,6,0.14369087,0.9999412
47,1,10015081,33323,6,0.27878831,0.9994911
47,2,10015082,36943,6,0.48983363,0.9995456
47,3,10015083,37387,6,0.71242419,0.9995183
47,4,10015084,33807,6,0.53231012,0.9995456
47,5,10015085,37387,6,0.99863936,0.9995183
47,6,10015086,37899,6,0.25808435,0.9995456
47,7,10015087,33289,6,0.46833449,0.9995183
47,8,10015088,36939,6,0.99888337,0.9995456
47,9,10015089,19599,6,0.49444201,0.9995411
47,10,10015090,38409,6,0.33144022,0.9994911
48,1,10015111,50679,6,0.37320208,0.9997138
48,2,10015112,18879,6,0.22229796,0.9995708
48,3,10015113,61311,6,0.22741262,0.9997472
48,4,10015114,59743,6,0.82242281,0.9997471
48,5,10015115,61271,6,0.21382642,0.9997138
48,6,10015116,62633,6,0.58192127,0.9995472
48,7,10015117,22015,6,0.25643551,0.9997472
48,8,10015118,62751,6,0.52363491,0.9997471
48,9,10015119,15319,6,0.45338397,0.9997221
48,10,10015120,34623,6,0.37112514,0.9996208
49,1,10015141,16131,6,0.80259179,1.4068639
49,2,10015142,15138,6,0.47137772,1.4068389
49,3,10015143,44811,6,0.34929422,1.4069638
49,4,10015144,48900,6,0.40528014,1.4068639
49,5,10015145,52996,6,0.54722544,1.4068305
49,6,10015146,48666,6,0.60245385,1.4068972
49,7,10015147,46538,6,0.99914104,1.4068972
49,8,10015148,20258,6,0.4027124,1.4067639
49,9,10015149,57101,6,0.76541373,1.4069638
49,10,10015150,46748,6,0.56481141,1.4068972
50,1,10015171,33353,6,0.49114759,0.9993859
50,2,10015172,37935,6,0.99778613,0.999386
50,3,10015173,40655,6,0.49884697,0.9993861
50,4,10015174,30735,6,0.25050454,0.9995858
50,5,10015175,39051,6,0.43419937,0.9993858
50,6,10015176,61133,6,0.56354113,0.9995857
50,7,10015177,33293,6,0.644439,0.9992789
50,8,10015178,56729,6,0.86441071,0.9995857
50,9,10015179,35535,6,0.41756024,0.9993861
50,10,10015180,57487,6,0.3983102,0.9995858
51,1,10015201,65367,7,0.23548379,0.9998599
51,2,10015202,39903,7,0.27978254,0.9998849
51,3,10015203,38399,7,0.52753899,0.999885
51,4,10015204,65023,7,0.34986025,0.999885
51,5,10015205,22487,7,0.27590666,0.99986
51,6,10015206,8191,7,0.29458792,0.999885
51,7,10015207,44415,7,0.47692704,0.9998849
51,8,10015208,61311,7,0.96069567,0.999885
51,9,10015209,56831,7,0.2872504,0.999885
51,10,10015210,36215,7,0.29631111,0.9998516
52,1,10015231,19203,7,0.34216811,1.1959607
52,2,10015232,57131,6,0.36921337,1.1961106
