# DiskM2WF: 19 donation (DonationWF scale) + 19 donation (lam=1) + 16x8 disk grid + 17x17 square + 512-point sunflower (BinM2Ev ca6)
#   gid   ic                       cR                       cS                       cT                    u                    v tag
  1190    0   1.0000000000000000e+00   3.0000000000000000e+00  -4.0000000000000000e+00   3.000000000000e+00  -5.000000000000e+00 Q_i11_j03_HAS
  1191    0   1.0000000000000000e+00   3.0000000000000000e+00  -3.0000000000000000e+00   3.000000000000e+00  -4.000000000000e+00 Q_i11_j04_HAS
  1192    0   1.0000000000000000e+00   3.0000000000000000e+00  -2.0000000000000000e+00   3.000000000000e+00  -3.000000000000e+00 Q_i11_j05_HAS
  1193    0   1.0000000000000000e+00   3.0000000000000000e+00  -1.0000000000000000e+00   3.000000000000e+00  -2.000000000000e+00 Q_i11_j06_HAs
  1194    0   1.0000000000000000e+00   3.0000000000000000e+00   0.0000000000000000e+00   3.000000000000e+00  -1.000000000000e+00 Q_i11_j07_HAE
  1195    0   1.0000000000000000e+00   3.0000000000000000e+00   1.0000000000000000e+00   3.000000000000e+00   0.000000000000e+00 Q_i11_j08_AXE
  1196    0   1.0000000000000000e+00   3.0000000000000000e+00   2.0000000000000000e+00   3.000000000000e+00   1.000000000000e+00 Q_i11_j09_SDE
  1197    0   1.0000000000000000e+00   3.0000000000000000e+00   3.0000000000000000e+00   3.000000000000e+00   2.000000000000e+00 Q_i11_j10_SDt
  1198    0   1.0000000000000000e+00   3.0000000000000000e+00   4.0000000000000000e+00   3.000000000000e+00   3.000000000000e+00 Q_i11_j11_SDN
  1199    0   1.0000000000000000e+00   3.0000000000000000e+00   5.0000000000000000e+00   3.000000000000e+00   4.000000000000e+00 Q_i11_j12_SDN
  1200    0   1.0000000000000000e+00   3.0000000000000000e+00   6.0000000000000000e+00   3.000000000000e+00   5.000000000000e+00 Q_i11_j13_SDN
  1201    0   1.0000000000000000e+00   3.0000000000000000e+00   7.0000000000000000e+00   3.000000000000e+00   6.000000000000e+00 Q_i11_j14_SDN
  1202    0   1.0000000000000000e+00   3.0000000000000000e+00   8.0000000000000000e+00   3.000000000000e+00   7.000000000000e+00 Q_i11_j15_SDN
  1203    0   1.0000000000000000e+00   3.0000000000000000e+00   9.0000000000000000e+00   3.000000000000e+00   8.000000000000e+00 Q_i11_j16_SDN
  1204    0   1.0000000000000000e+00   4.0000000000000000e+00  -7.0000000000000000e+00   4.000000000000e+00  -8.000000000000e+00 Q_i12_j00_HAS
  1205    0   1.0000000000000000e+00   4.0000000000000000e+00  -6.0000000000000000e+00   4.000000000000e+00  -7.000000000000e+00 Q_i12_j01_HAS
  1206    0   1.0000000000000000e+00   4.0000000000000000e+00  -5.0000000000000000e+00   4.000000000000e+00  -6.000000000000e+00 Q_i12_j02_HAS
  1207    0   1.0000000000000000e+00   4.0000000000000000e+00  -4.0000000000000000e+00   4.000000000000e+00  -5.000000000000e+00 Q_i12_j03_HAS
  1208    0   1.0000000000000000e+00   4.0000000000000000e+00  -3.0000000000000000e+00   4.000000000000e+00  -4.000000000000e+00 Q_i12_j04_HAS
  1209    0   1.0000000000000000e+00   4.0000000000000000e+00  -2.0000000000000000e+00   4.000000000000e+00  -3.000000000000e+00 Q_i12_j05_HAs
  1210    0   1.0000000000000000e+00   4.0000000000000000e+00  -1.0000000000000000e+00   4.000000000000e+00  -2.000000000000e+00 Q_i12_j06_HAE
  1211    0   1.0000000000000000e+00   4.0000000000000000e+00   0.0000000000000000e+00   4.000000000000e+00  -1.000000000000e+00 Q_i12_j07_HAE
  1212    0   1.0000000000000000e+00   4.0000000000000000e+00   1.0000000000000000e+00   4.000000000000e+00   0.000000000000e+00 Q_i12_j08_AXE
  1213    0   1.0000000000000000e+00   4.0000000000000000e+00   2.0000000000000000e+00   4.000000000000e+00   1.000000000000e+00 Q_i12_j09_SDE
  1214    0   1.0000000000000000e+00   4.0000000000000000e+00   3.0000000000000000e+00   4.000000000000e+00   2.000000000000e+00 Q_i12_j10_SDE
  1215    0   1.0000000000000000e+00   4.0000000000000000e+00   4.0000000000000000e+00   4.000000000000e+00   3.000000000000e+00 Q_i12_j11_SDt
  1216    0   1.0000000000000000e+00   4.0000000000000000e+00   5.0000000000000000e+00   4.000000000000e+00   4.000000000000e+00 Q_i12_j12_SDN
  1217    0   1.0000000000000000e+00   4.0000000000000000e+00   6.0000000000000000e+00   4.000000000000e+00   5.000000000000e+00 Q_i12_j13_SDN
  1218    0   1.0000000000000000e+00   4.0000000000000000e+00   7.0000000000000000e+00   4.000000000000e+00   6.000000000000e+00 Q_i12_j14_SDN
  1219    0   1.0000000000000000e+00   4.0000000000000000e+00   8.0000000000000000e+00   4.000000000000e+00   7.000000000000e+00 Q_i12_j15_SDN
  1220    0   1.0000000000000000e+00   4.0000000000000000e+00   9.0000000000000000e+00   4.000000000000e+00   8.000000000000e+00 Q_i12_j16_SDN
  1221    0   1.0000000000000000e+00   5.0000000000000000e+00  -7.0000000000000000e+00   5.000000000000e+00  -8.000000000000e+00 Q_i13_j00_HAS
  1222    0   1.0000000000000000e+00   5.0000000000000000e+00  -6.0000000000000000e+00   5.000000000000e+00  -7.000000000000e+00 Q_i13_j01_HAS
  1223    0   1.0000000000000000e+00   5.0000000000000000e+00  -5.0000000000000000e+00   5.000000000000e+00  -6.000000000000e+00 Q_i13_j02_HAS
  1224    0   1.0000000000000000e+00   5.0000000000000000e+00  -4.0000000000000000e+00   5.000000000000e+00  -5.000000000000e+00 Q_i13_j03_HAS
  1225    0   1.0000000000000000e+00   5.0000000000000000e+00  -3.0000000000000000e+00   5.000000000000e+00  -4.000000000000e+00 Q_i13_j04_HAs
  1226    0   1.0000000000000000e+00   5.0000000000000000e+00  -2.0000000000000000e+00   5.000000000000e+00  -3.000000000000e+00 Q_i13_j05_HAE
  1227    0   1.0000000000000000e+00   5.0000000000000000e+00  -1.0000000000000000e+00   5.000000000000e+00  -2.000000000000e+00 Q_i13_j06_HAE
  1228    0   1.0000000000000000e+00   5.0000000000000000e+00   0.0000000000000000e+00   5.000000000000e+00  -1.000000000000e+00 Q_i13_j07_HAE
  1229    0   1.0000000000000000e+00   5.0000000000000000e+00   1.0000000000000000e+00   5.000000000000e+00   0.000000000000e+00 Q_i13_j08_AXE
  1230    0   1.0000000000000000e+00   5.0000000000000000e+00   2.0000000000000000e+00   5.000000000000e+00   1.000000000000e+00 Q_i13_j09_SDE
  1231    0   1.0000000000000000e+00   5.0000000000000000e+00   3.0000000000000000e+00   5.000000000000e+00   2.000000000000e+00 Q_i13_j10_SDE
  1232    0   1.0000000000000000e+00   5.0000000000000000e+00   4.0000000000000000e+00   5.000000000000e+00   3.000000000000e+00 Q_i13_j11_SDE
  1233    0   1.0000000000000000e+00   5.0000000000000000e+00   5.0000000000000000e+00   5.000000000000e+00   4.000000000000e+00 Q_i13_j12_SDt
  1234    0   1.0000000000000000e+00   5.0000000000000000e+00   6.0000000000000000e+00   5.000000000000e+00   5.000000000000e+00 Q_i13_j13_SDN
  1235    0   1.0000000000000000e+00   5.0000000000000000e+00   7.0000000000000000e+00   5.000000000000e+00   6.000000000000e+00 Q_i13_j14_SDN
  1236    0   1.0000000000000000e+00   5.0000000000000000e+00   8.0000000000000000e+00   5.000000000000e+00   7.000000000000e+00 Q_i13_j15_SDN
  1237    0   1.0000000000000000e+00   5.0000000000000000e+00   9.0000000000000000e+00   5.000000000000e+00   8.000000000000e+00 Q_i13_j16_SDN
  1238    0   1.0000000000000000e+00   6.0000000000000000e+00  -7.0000000000000000e+00   6.000000000000e+00  -8.000000000000e+00 Q_i14_j00_HAS
  1239    0   1.0000000000000000e+00   6.0000000000000000e+00  -6.0000000000000000e+00   6.000000000000e+00  -7.000000000000e+00 Q_i14_j01_HAS
  1240    0   1.0000000000000000e+00   6.0000000000000000e+00  -5.0000000000000000e+00   6.000000000000e+00  -6.000000000000e+00 Q_i14_j02_HAS
  1241    0   1.0000000000000000e+00   6.0000000000000000e+00  -4.0000000000000000e+00   6.000000000000e+00  -5.000000000000e+00 Q_i14_j03_HAs
  1242    0   1.0000000000000000e+00   6.0000000000000000e+00  -3.0000000000000000e+00   6.000000000000e+00  -4.000000000000e+00 Q_i14_j04_HAE
  1243    0   1.0000000000000000e+00   6.0000000000000000e+00  -2.0000000000000000e+00   6.000000000000e+00  -3.000000000000e+00 Q_i14_j05_HAE
  1244    0   1.0000000000000000e+00   6.0000000000000000e+00  -1.0000000000000000e+00   6.000000000000e+00  -2.000000000000e+00 Q_i14_j06_HAE
  1245    0   1.0000000000000000e+00   6.0000000000000000e+00   0.0000000000000000e+00   6.000000000000e+00  -1.000000000000e+00 Q_i14_j07_HAE
  1246    0   1.0000000000000000e+00   6.0000000000000000e+00   1.0000000000000000e+00   6.000000000000e+00   0.000000000000e+00 Q_i14_j08_AXE
  1247    0   1.0000000000000000e+00   6.0000000000000000e+00   2.0000000000000000e+00   6.000000000000e+00   1.000000000000e+00 Q_i14_j09_SDE
  1248    0   1.0000000000000000e+00   6.0000000000000000e+00   3.0000000000000000e+00   6.000000000000e+00   2.000000000000e+00 Q_i14_j10_SDE
  1249    0   1.0000000000000000e+00   6.0000000000000000e+00   4.0000000000000000e+00   6.000000000000e+00   3.000000000000e+00 Q_i14_j11_SDE
  1250    0   1.0000000000000000e+00   6.0000000000000000e+00   5.0000000000000000e+00   6.000000000000e+00   4.000000000000e+00 Q_i14_j12_SDE
  1251    0   1.0000000000000000e+00   6.0000000000000000e+00   6.0000000000000000e+00   6.000000000000e+00   5.000000000000e+00 Q_i14_j13_SDt
  1252    0   1.0000000000000000e+00   6.0000000000000000e+00   7.0000000000000000e+00   6.000000000000e+00   6.000000000000e+00 Q_i14_j14_SDN
  1253    0   1.0000000000000000e+00   6.0000000000000000e+00   8.0000000000000000e+00   6.000000000000e+00   7.000000000000e+00 Q_i14_j15_SDN
  1254    0   1.0000000000000000e+00   6.0000000000000000e+00   9.0000000000000000e+00   6.000000000000e+00   8.000000000000e+00 Q_i14_j16_SDN
  1255    0   1.0000000000000000e+00   7.0000000000000000e+00  -7.0000000000000000e+00   7.000000000000e+00  -8.000000000000e+00 Q_i15_j00_HAS
  1256    0   1.0000000000000000e+00   7.0000000000000000e+00  -6.0000000000000000e+00   7.000000000000e+00  -7.000000000000e+00 Q_i15_j01_HAS
  1257    0   1.0000000000000000e+00   7.0000000000000000e+00  -5.0000000000000000e+00   7.000000000000e+00  -6.000000000000e+00 Q_i15_j02_HAs
  1258    0   1.0000000000000000e+00   7.0000000000000000e+00  -4.0000000000000000e+00   7.000000000000e+00  -5.000000000000e+00 Q_i15_j03_HAE
  1259    0   1.0000000000000000e+00   7.0000000000000000e+00  -3.0000000000000000e+00   7.000000000000e+00  -4.000000000000e+00 Q_i15_j04_HAE
  1260    0   1.0000000000000000e+00   7.0000000000000000e+00  -2.0000000000000000e+00   7.000000000000e+00  -3.000000000000e+00 Q_i15_j05_HAE
  1261    0   1.0000000000000000e+00   7.0000000000000000e+00  -1.0000000000000000e+00   7.000000000000e+00  -2.000000000000e+00 Q_i15_j06_HAE
  1262    0   1.0000000000000000e+00   7.0000000000000000e+00   0.0000000000000000e+00   7.000000000000e+00  -1.000000000000e+00 Q_i15_j07_HAE
  1263    0   1.0000000000000000e+00   7.0000000000000000e+00   1.0000000000000000e+00   7.000000000000e+00   0.000000000000e+00 Q_i15_j08_AXE
  1264    0   1.0000000000000000e+00   7.0000000000000000e+00   2.0000000000000000e+00   7.000000000000e+00   1.000000000000e+00 Q_i15_j09_SDE
  1265    0   1.0000000000000000e+00   7.0000000000000000e+00   3.0000000000000000e+00   7.000000000000e+00   2.000000000000e+00 Q_i15_j10_SDE
  1266    0   1.0000000000000000e+00   7.0000000000000000e+00   4.0000000000000000e+00   7.000000000000e+00   3.000000000000e+00 Q_i15_j11_SDE
  1267    0   1.0000000000000000e+00   7.0000000000000000e+00   5.0000000000000000e+00   7.000000000000e+00   4.000000000000e+00 Q_i15_j12_SDE
  1268    0   1.0000000000000000e+00   7.0000000000000000e+00   6.0000000000000000e+00   7.000000000000e+00   5.000000000000e+00 Q_i15_j13_SDE
  1269    0   1.0000000000000000e+00   7.0000000000000000e+00   7.0000000000000000e+00   7.000000000000e+00   6.000000000000e+00 Q_i15_j14_SDt
  1270    0   1.0000000000000000e+00   7.0000000000000000e+00   8.0000000000000000e+00   7.000000000000e+00   7.000000000000e+00 Q_i15_j15_SDN
  1271    0   1.0000000000000000e+00   7.0000000000000000e+00   9.0000000000000000e+00   7.000000000000e+00   8.000000000000e+00 Q_i15_j16_SDN
  1272    0   1.0000000000000000e+00   8.0000000000000000e+00  -7.0000000000000000e+00   8.000000000000e+00  -8.000000000000e+00 Q_i16_j00_HAS
  1273    0   1.0000000000000000e+00   8.0000000000000000e+00  -6.0000000000000000e+00   8.000000000000e+00  -7.000000000000e+00 Q_i16_j01_HAs
  1274    0   1.0000000000000000e+00   8.0000000000000000e+00  -5.0000000000000000e+00   8.000000000000e+00  -6.000000000000e+00 Q_i16_j02_HAE
  1275    0   1.0000000000000000e+00   8.0000000000000000e+00  -4.0000000000000000e+00   8.000000000000e+00  -5.000000000000e+00 Q_i16_j03_HAE
  1276    0   1.0000000000000000e+00   8.0000000000000000e+00  -3.0000000000000000e+00   8.000000000000e+00  -4.000000000000e+00 Q_i16_j04_HAE
  1277    0   1.0000000000000000e+00   8.0000000000000000e+00  -2.0000000000000000e+00   8.000000000000e+00  -3.000000000000e+00 Q_i16_j05_HAE
  1278    0   1.0000000000000000e+00   8.0000000000000000e+00  -1.0000000000000000e+00   8.000000000000e+00  -2.000000000000e+00 Q_i16_j06_HAE
  1279    0   1.0000000000000000e+00   8.0000000000000000e+00   0.0000000000000000e+00   8.000000000000e+00  -1.000000000000e+00 Q_i16_j07_HAE
  1280    0   1.0000000000000000e+00   8.0000000000000000e+00   1.0000000000000000e+00   8.000000000000e+00   0.000000000000e+00 Q_i16_j08_AXE
  1281    0   1.0000000000000000e+00   8.0000000000000000e+00   2.0000000000000000e+00   8.000000000000e+00   1.000000000000e+00 Q_i16_j09_SDE
  1282    0   1.0000000000000000e+00   8.0000000000000000e+00   3.0000000000000000e+00   8.000000000000e+00   2.000000000000e+00 Q_i16_j10_SDE
  1283    0   1.0000000000000000e+00   8.0000000000000000e+00   4.0000000000000000e+00   8.000000000000e+00   3.000000000000e+00 Q_i16_j11_SDE
  1284    0   1.0000000000000000e+00   8.0000000000000000e+00   5.0000000000000000e+00   8.000000000000e+00   4.000000000000e+00 Q_i16_j12_SDE
  1285    0   1.0000000000000000e+00   8.0000000000000000e+00   6.0000000000000000e+00   8.000000000000e+00   5.000000000000e+00 Q_i16_j13_SDE
  1286    0   1.0000000000000000e+00   8.0000000000000000e+00   7.0000000000000000e+00   8.000000000000e+00   6.000000000000e+00 Q_i16_j14_SDE
  1287    0   1.0000000000000000e+00   8.0000000000000000e+00   8.0000000000000000e+00   8.000000000000e+00   7.000000000000e+00 Q_i16_j15_SDt
  1288    0   1.0000000000000000e+00   8.0000000000000000e+00   9.0000000000000000e+00   8.000000000000e+00   8.000000000000e+00 Q_i16_j16_SDN
  2000    0   1.0000000000000000e+00  -9.1796875000000000e-02   1.0839843750000000e+00  -9.179687500000e-02   8.398437500000e-02 V_p000_PDW
  2001    0   1.0000000000000000e+00   1.8554687500000000e-02   7.8515625000000000e-01   1.855468750000e-02  -2.148437500000e-01 V_p001_HAW
  2002    0   1.0000000000000000e+00   1.6992187500000000e-01   1.2216796875000000e+00   1.699218750000e-01   2.216796875000e-01 V_p002_SDW
  2003    0   1.0000000000000000e+00  -3.2519531250000000e-01   9.4238281250000000e-01  -3.251953125000e-01  -5.761718750000e-02 V_p003_SHW
  2004    0   1.0000000000000000e+00   3.1640625000000000e-01   7.9882812500000000e-01   3.164062500000e-01  -2.011718750000e-01 V_p004_HAW
  2005    0   1.0000000000000000e+00  -1.0742187500000000e-01   1.4003906250000000e+00  -1.074218750000e-01   4.003906250000e-01 V_p005_PDW
  2006    0   1.0000000000000000e+00  -2.0800781250000000e-01   5.9960937500000000e-01  -2.080078125000e-01  -4.003906250000e-01 V_p006_SHW
  2007    0   1.0000000000000000e+00   4.5605468750000000e-01   1.1660156250000000e+00   4.560546875000e-01   1.660156250000e-01 V_p007_SDW
  2008    0   1.0000000000000000e+00  -4.7753906250000000e-01   1.1972656250000000e+00  -4.775390625000e-01   1.972656250000e-01 V_p008_PDW
  2009    0   1.0000000000000000e+00   2.3144531250000000e-01   5.0390625000000000e-01   2.314453125000e-01  -4.960937500000e-01 V_p009_HAW
  2010    0   1.0000000000000000e+00   1.7187500000000000e-01   1.5498046875000000e+00   1.718750000000e-01   5.498046875000e-01 V_p010_SDW
  2011    0   1.0000000000000000e+00  -5.2148437500000000e-01   6.9726562500000000e-01  -5.214843750000e-01  -3.027343750000e-01 V_p011_SHW
  2012    0   1.0000000000000000e+00   6.1523437500000000e-01   8.6523437500000000e-01   6.152343750000e-01  -1.347656250000e-01 V_p012_HAW
  2013    0   1.0000000000000000e+00  -3.7695312500000000e-01   1.5361328125000000e+00  -3.769531250000e-01   5.361328125000e-01 V_p013_PDW
  2014    0   1.0000000000000000e+00  -8.6914062500000000e-02   3.2617187500000000e-01  -8.691406250000e-02  -6.738281250000e-01 V_p014_SHW
  2015    0   1.0000000000000000e+00   5.3808593750000000e-01   1.4531250000000000e+00   5.380859375000e-01   4.531250000000e-01 V_p015_SDW
  2016    0   1.0000000000000000e+00  -7.2558593750000000e-01   1.0302734375000000e+00  -7.255859375000e-01   3.027343750000e-02 V_p016_PDW
  2017    0   1.0000000000000000e+00   5.3027343750000000e-01   4.7167968750000000e-01   5.302734375000e-01  -5.283203125000e-01 V_p017_HAS
  2018    0   1.0000000000000000e+00  -3.5156250000000000e-02   1.7695312500000000e+00  -3.515625000000e-02   7.695312500000e-01 V_p018_PDW
  2019    0   1.0000000000000000e+00  -5.0781250000000000e-01   3.9160156250000000e-01  -5.078125000000e-01  -6.083984375000e-01 V_p019_SHW
  2020    0   1.0000000000000000e+00   8.0566406250000000e-01   1.1083984375000000e+00   8.056640625000e-01   1.083984375000e-01 V_p020_SDW
  2021    0   1.0000000000000000e+00  -6.8359375000000000e-01   1.4755859375000000e+00  -6.835937500000e-01   4.755859375000e-01 V_p021_PDW
  2022    0   1.0000000000000000e+00   1.8750000000000000e-01   1.6796875000000000e-01   1.875000000000e-01  -8.320312500000e-01 V_p022_HAS
  2023    0   1.0000000000000000e+00   4.3359375000000000e-01   1.7568359375000000e+00   4.335937500000e-01   7.568359375000e-01 V_p023_SDN
  2024    0   1.0000000000000000e+00  -8.4960937500000000e-01   7.2851562500000000e-01  -8.496093750000e-01  -2.714843750000e-01 V_p024_SHW
  2025    0   1.0000000000000000e+00   8.2714843750000000e-01   6.1816406250000000e-01   8.271484375000e-01  -3.818359375000e-01 V_p025_HAS
  2026    0   1.0000000000000000e+00  -3.5937500000000000e-01   1.8574218750000000e+00  -3.593750000000e-01   8.574218750000e-01 V_p026_PDW
  2027    0   1.0000000000000000e+00  -3.2128906250000000e-01   1.0839843750000000e-01  -3.212890625000e-01  -8.916015625000e-01 V_p027_SHW
  2028    0   1.0000000000000000e+00   8.5546875000000000e-01   1.4492187500000000e+00   8.554687500000e-01   4.492187500000e-01 V_p028_SDN
  2029    0   1.0000000000000000e+00  -9.5117187500000000e-01   1.2509765625000000e+00  -9.511718750000e-01   2.509765625000e-01 V_p029_PDW
  2030    0   1.0000000000000000e+00   5.4199218750000000e-01   1.5722656250000000e-01   5.419921875000e-01  -8.427734375000e-01 V_p030_HAS
  2031    0   1.0000000000000000e+00   1.7285156250000000e-01   2.0039062500000000e+00   1.728515625000e-01   1.003906250000e+00 V_p031_SDN
  2032    0   1.0000000000000000e+00  -8.1933593750000000e-01   3.6621093750000000e-01  -8.193359375000e-01  -6.337890625000e-01 V_p032_SHW
  2033    0   1.0000000000000000e+00   1.0488281250000000e+00   9.1308593750000000e-01   1.048828125000e+00  -8.691406250000e-02 V_p033_HAS
  2034    0   1.0000000000000000e+00  -7.2656250000000000e-01   1.7851562500000000e+00  -7.265625000000e-01   7.851562500000e-01 V_p034_PDW
  2035    0   1.0000000000000000e+00   4.8828125000000000e-03  -8.5937500000000000e-02   4.882812500000e-03  -1.085937500000e+00 V_p035_HAS
  2036    0   1.0000000000000000e+00   7.4023437500000000e-01   1.8164062500000000e+00   7.402343750000e-01   8.164062500000e-01 V_p036_SDN
  2037    0   1.0000000000000000e+00  -1.1132812500000000e+00   8.9648437500000000e-01  -1.113281250000e+00  -1.035156250000e-01 V_p037_SHW
  2038    0   1.0000000000000000e+00   9.0332031250000000e-01   3.1445312500000000e-01   9.033203125000e-01  -6.855468750000e-01 V_p038_HAS
  2039    0   1.0000000000000000e+00  -2.0605468750000000e-01   2.1318359375000000e+00  -2.060546875000e-01   1.131835937500e+00 V_p039_PDW
  2040    0   1.0000000000000000e+00  -6.2109375000000000e-01   1.2695312500000000e-02  -6.210937500000e-01  -9.873046875000e-01 V_p040_SHW
  2041    0   1.0000000000000000e+00   1.1396484375000000e+00   1.3125000000000000e+00   1.139648437500e+00   3.125000000000e-01 V_p041_SDN
  2042    0   1.0000000000000000e+00  -1.0644531250000000e+00   1.5468750000000000e+00  -1.064453125000e+00   5.468750000000e-01 V_p042_PDW
  2043    0   1.0000000000000000e+00   4.2187500000000000e-01  -1.3671875000000000e-01   4.218750000000e-01  -1.136718750000e+00 V_p043_HAS
  2044    0   1.0000000000000000e+00   4.6289062500000000e-01   2.1367187500000000e+00   4.628906250000e-01   1.136718750000e+00 V_p044_SDN
  2045    0   1.0000000000000000e+00  -1.1230468750000000e+00   4.6777343750000000e-01  -1.123046875000e+00  -5.322265625000e-01 V_p045_SHW
  2046    0   1.0000000000000000e+00   1.2011718750000000e+00   6.2988281250000000e-01   1.201171875000e+00  -3.701171875000e-01 V_p046_HAS
  2047    0   1.0000000000000000e+00  -6.4355468750000000e-01   2.0976562500000000e+00  -6.435546875000e-01   1.097656250000e+00 V_p047_PDW
  2048    0   1.0000000000000000e+00  -2.7050781250000000e-01  -2.5781250000000000e-01  -2.705078125000e-01  -1.257812500000e+00 V_p048_SHW
  2049    0   1.0000000000000000e+00   1.0605468750000000e+00   1.7539062500000000e+00   1.060546875000e+00   7.539062500000e-01 V_p049_SDN
  2050    0   1.0000000000000000e+00  -1.3056640625000000e+00   1.1630859375000000e+00  -1.305664062500e+00   1.630859375000e-01 V_p050_PDW
  2051    0   1.0000000000000000e+00   8.6230468750000000e-01  -1.2695312500000000e-02   8.623046875000e-01  -1.012695312500e+00 V_p051_HAS
  2052    0   1.0000000000000000e+00   4.8828125000000000e-02   2.3437500000000000e+00   4.882812500000e-02   1.343750000000e+00 V_p052_SDN
  2053    0   1.0000000000000000e+00  -9.5410156250000000e-01   3.2226562500000000e-02  -9.541015625000e-01  -9.677734375000e-01 V_p053_SHW
  2054    0   1.0000000000000000e+00   1.3710937500000000e+00   1.0703125000000000e+00   1.371093750000e+00   7.031250000000e-02 V_p054_SDE
  2055    0   1.0000000000000000e+00  -1.0693359375000000e+00   1.8837890625000000e+00  -1.069335937500e+00   8.837890625000e-01 V_p055_PDW
  2056    0   1.0000000000000000e+00   1.9335937500000000e-01  -3.8769531250000000e-01   1.933593750000e-01  -1.387695312500e+00 V_p056_HAS
  2057    0   1.0000000000000000e+00   8.0273437500000000e-01   2.1650390625000000e+00   8.027343750000e-01   1.165039062500e+00 V_p057_SDN
  2058    0   1.0000000000000000e+00  -1.3925781250000000e+00   6.7968750000000000e-01  -1.392578125000e+00  -3.203125000000e-01 V_p058_SHW
  2059    0   1.0000000000000000e+00   1.2548828125000000e+00   2.8906250000000000e-01   1.254882812500e+00  -7.109375000000e-01 V_p059_HAS
  2060    0   1.0000000000000000e+00  -4.4921875000000000e-01   2.3847656250000000e+00  -4.492187500000e-01   1.384765625000e+00 V_p060_PDW
  2061    0   1.0000000000000000e+00  -6.1035156250000000e-01  -3.3691406250000000e-01  -6.103515625000e-01  -1.336914062500e+00 V_p061_SHW
  2062    0   1.0000000000000000e+00   1.3652343750000000e+00   1.5791015625000000e+00   1.365234375000e+00   5.791015625000e-01 V_p062_SDN
  2063    0   1.0000000000000000e+00  -1.4111328125000000e+00   1.4990234375000000e+00  -1.411132812500e+00   4.990234375000e-01 V_p063_PDW
  2064    0   1.0000000000000000e+00   7.0898437500000000e-01  -3.3300781250000000e-01   7.089843750000e-01  -1.333007812500e+00 V_p064_HAS
  2065    0   1.0000000000000000e+00   3.8085937500000000e-01   2.4746093750000000e+00   3.808593750000e-01   1.474609375000e+00 V_p065_SDN
  2066    0   1.0000000000000000e+00  -1.2880859375000000e+00   1.6308593750000000e-01  -1.288085937500e+00  -8.369140625000e-01 V_p066_SHW
  2067    0   1.0000000000000000e+00   1.5283203125000000e+00   7.4511718750000000e-01   1.528320312500e+00  -2.548828125000e-01 V_p067_HAE
  2068    0   1.0000000000000000e+00  -9.6289062500000000e-01   2.2314453125000000e+00  -9.628906250000e-01   1.231445312500e+00 V_p068_PDW
  2069    0   1.0000000000000000e+00  -1.2207031250000000e-01  -5.7128906250000000e-01  -1.220703125000e-01  -1.571289062500e+00 V_p069_SHS
  2070    0   1.0000000000000000e+00   1.1611328125000000e+00   2.0849609375000000e+00   1.161132812500e+00   1.084960937500e+00 V_p070_SDN
  2071    0   1.0000000000000000e+00  -1.6025390625000000e+00   9.8437500000000000e-01  -1.602539062500e+00  -1.562500000000e-02 V_p071_SHW
  2072    0   1.0000000000000000e+00   1.2011718750000000e+00  -7.9101562500000000e-02   1.201171875000e+00  -1.079101562500e+00 V_p072_HAS
  2073    0   1.0000000000000000e+00  -1.5820312500000000e-01   2.6201171875000000e+00  -1.582031250000e-01   1.620117187500e+00 V_p073_PDN
  2074    0   1.0000000000000000e+00  -9.8535156250000000e-01  -3.1250000000000000e-01  -9.853515625000e-01  -1.312500000000e+00 V_p074_SHW
  2075    0   1.0000000000000000e+00   1.6259765625000000e+00   1.3037109375000000e+00   1.625976562500e+00   3.037109375000e-01 V_p075_SDE
  2076    0   1.0000000000000000e+00  -1.4150390625000000e+00   1.8808593750000000e+00  -1.415039062500e+00   8.808593750000e-01 V_p076_PDW
  2077    0   1.0000000000000000e+00   4.5214843750000000e-01  -6.1718750000000000e-01   4.521484375000e-01  -1.617187500000e+00 V_p077_HAS
  2078    0   1.0000000000000000e+00   7.6562500000000000e-01   2.5087890625000000e+00   7.656250000000e-01   1.508789062500e+00 V_p078_SDN
  2079    0   1.0000000000000000e+00  -1.5957031250000000e+00   3.9941406250000000e-01  -1.595703125000e+00  -6.005859375000e-01 V_p079_SHW
  2080    0   1.0000000000000000e+00   1.5937500000000000e+00   3.6035156250000000e-01   1.593750000000e+00  -6.396484375000e-01 V_p080_HAS
  2081    0   1.0000000000000000e+00  -7.4902343750000000e-01   2.5595703125000000e+00  -7.490234375000e-01   1.559570312500e+00 V_p081_PDW
  2082    0   1.0000000000000000e+00  -5.0488281250000000e-01  -6.6796875000000000e-01  -5.048828125000e-01  -1.667968750000e+00 V_p082_SHS
  2083    0   1.0000000000000000e+00   1.5097656250000000e+00   1.8945312500000000e+00   1.509765625000e+00   8.945312500000e-01 V_p083_SDN
  2084    0   1.0000000000000000e+00  -1.7304687500000000e+00   1.3623046875000000e+00  -1.730468750000e+00   3.623046875000e-01 V_p084_PDW
  2085    0   1.0000000000000000e+00   1.0380859375000000e+00  -4.4628906250000000e-01   1.038085937500e+00  -1.446289062500e+00 V_p085_HAS
  2086    0   1.0000000000000000e+00   2.1289062500000000e-01   2.7802734375000000e+00   2.128906250000e-01   1.780273437500e+00 V_p086_SDN
