# DiskM2WF: 19 donation (DonationWF scale) + 19 donation (lam=1) + 16x8 disk grid + 17x17 square + 512-point sunflower (BinM2Ev ca6)
#   gid   ic                       cR                       cS                       cT                    u                    v tag
  2277    0   1.0000000000000000e+00   1.6708984375000000e+00   4.9667968750000000e+00   1.670898437500e+00   3.966796875000e+00 V_p277_SDN
  2278    0   1.0000000000000000e+00  -3.9267578125000000e+00  -8.0371093750000000e-01  -3.926757812500e+00  -1.803710937500e+00 V_p278_SHW
  2279    0   1.0000000000000000e+00   4.1298828125000000e+00  -3.2812500000000000e-01   4.129882812500e+00  -1.328125000000e+00 V_p279_HAE
  2280    0   1.0000000000000000e+00  -2.1562500000000000e+00   4.7832031250000000e+00  -2.156250000000e+00   3.783203125000e+00 V_p280_PDN
  2281    0   1.0000000000000000e+00  -9.6972656250000000e-01  -3.2636718750000000e+00  -9.697265625000e-01  -4.263671875000e+00 V_p281_SHS
  2282    0   1.0000000000000000e+00   3.6083984375000000e+00   3.4980468750000000e+00   3.608398437500e+00   2.498046875000e+00 V_p282_SDE
  2283    0   1.0000000000000000e+00  -4.3652343750000000e+00   1.5976562500000000e+00  -4.365234375000e+00   5.976562500000e-01 V_p283_PDW
  2284    0   1.0000000000000000e+00   2.8261718750000000e+00  -2.4033203125000000e+00   2.826171875000e+00  -3.403320312500e+00 V_p284_HAS
  2285    0   1.0000000000000000e+00   2.1582031250000000e-01   5.4355468750000000e+00   2.158203125000e-01   4.435546875000e+00 V_p285_SDN
  2286    0   1.0000000000000000e+00  -3.1669921875000000e+00  -2.1376953125000000e+00  -3.166992187500e+00  -3.137695312500e+00 V_p286_SHW
  2287    0   1.0000000000000000e+00   4.4726562500000000e+00   1.1748046875000000e+00   4.472656250000e+00   1.748046875000e-01 V_p287_SDE
  2288    0   1.0000000000000000e+00  -3.4296875000000000e+00   3.9033203125000000e+00  -3.429687500000e+00   2.903320312500e+00 V_p288_PDW
  2289    0   1.0000000000000000e+00   5.6933593750000000e-01  -3.4746093750000000e+00   5.693359375000e-01  -4.474609375000e+00 V_p289_HAS
  2290    0   1.0000000000000000e+00   2.6132812500000000e+00   4.6992187500000000e+00   2.613281250000e+00   3.699218750000e+00 V_p290_SDN
  2291    0   1.0000000000000000e+00  -4.4423828125000000e+00   3.4179687500000000e-02  -4.442382812500e+00  -9.658203125000e-01 V_p291_SHW
  2292    0   1.0000000000000000e+00   3.9443359375000000e+00  -1.2978515625000000e+00   3.944335937500e+00  -2.297851562500e+00 V_p292_HAE
  2293    0   1.0000000000000000e+00  -1.3613281250000000e+00   5.3759765625000000e+00  -1.361328125000e+00   4.375976562500e+00 V_p293_PDN
  2294    0   1.0000000000000000e+00  -1.9599609375000000e+00  -3.1621093750000000e+00  -1.959960937500e+00  -4.162109375000e+00 V_p294_SHS
  2295    0   1.0000000000000000e+00   4.2734375000000000e+00   2.7529296875000000e+00   4.273437500000e+00   1.752929687500e+00 V_p295_SDE
  2296    0   1.0000000000000000e+00  -4.3525390625000000e+00   2.6005859375000000e+00  -4.352539062500e+00   1.600585937500e+00 V_p296_PDW
  2297    0   1.0000000000000000e+00   2.1367187500000000e+00  -3.1376953125000000e+00   2.136718750000e+00  -4.137695312500e+00 V_p297_HAS
  2298    0   1.0000000000000000e+00   1.2236328125000000e+00   5.5107421875000000e+00   1.223632812500e+00   4.510742187500e+00 V_p298_SDN
  2299    0   1.0000000000000000e+00  -3.9648437500000000e+00  -1.5097656250000000e+00  -3.964843750000e+00  -2.509765625000e+00 V_p299_SHW
  2300    0   1.0000000000000000e+00   4.6376953125000000e+00   1.6894531250000000e-01   4.637695312500e+00  -8.310546875000e-01 V_p300_HAE
  2301    0   1.0000000000000000e+00  -2.8691406250000000e+00   4.7607421875000000e+00  -2.869140625000e+00   3.760742187500e+00 V_p301_PDW
  2302    0   1.0000000000000000e+00  -4.2578125000000000e-01  -3.7294921875000000e+00  -4.257812500000e-01  -4.729492187500e+00 V_p302_SHS
  2303    0   1.0000000000000000e+00   3.5234375000000000e+00   4.2128906250000000e+00   3.523437500000e+00   3.212890625000e+00 V_p303_SDN
  2304    0   1.0000000000000000e+00  -4.7871093750000000e+00   1.0107421875000000e+00  -4.787109375000e+00   1.074218750000e-02 V_p304_PDW
  2305    0   1.0000000000000000e+00   3.5361328125000000e+00  -2.2548828125000000e+00   3.536132812500e+00  -3.254882812500e+00 V_p305_HAS
  2306    0   1.0000000000000000e+00  -4.1113281250000000e-01   5.8076171875000000e+00  -4.111328125000e-01   4.807617187500e+00 V_p306_PDN
  2307    0   1.0000000000000000e+00  -2.9570312500000000e+00  -2.8378906250000000e+00  -2.957031250000e+00  -3.837890625000e+00 V_p307_SHW
  2308    0   1.0000000000000000e+00   4.7919921875000000e+00   1.8359375000000000e+00   4.791992187500e+00   8.359375000000e-01 V_p308_SDE
  2309    0   1.0000000000000000e+00  -4.1142578125000000e+00   3.6308593750000000e+00  -4.114257812500e+00   2.630859375000e+00 V_p309_PDW
  2310    0   1.0000000000000000e+00   1.2617187500000000e+00  -3.7382812500000000e+00   1.261718750000e+00  -4.738281250000e+00 V_p310_HAS
  2311    0   1.0000000000000000e+00   2.2792968750000000e+00   5.3642578125000000e+00   2.279296875000e+00   4.364257812500e+00 V_p311_SDN
  2312    0   1.0000000000000000e+00  -4.6474609375000000e+00  -6.8457031250000000e-01  -4.647460937500e+00  -1.684570312500e+00 V_p312_SHW
  2313    0   1.0000000000000000e+00   4.5830078125000000e+00  -9.0429687500000000e-01   4.583007812500e+00  -1.904296875000e+00 V_p313_HAE
  2314    0   1.0000000000000000e+00  -2.1015625000000000e+00   5.5185546875000000e+00  -2.101562500000e+00   4.518554687500e+00 V_p314_PDN
  2315    0   1.0000000000000000e+00  -1.5087890625000000e+00  -3.7705078125000000e+00  -1.508789062500e+00  -4.770507812500e+00 V_p315_SHS
  2316    0   1.0000000000000000e+00   4.3525390625000000e+00   3.5087890625000000e+00   4.352539062500e+00   2.508789062500e+00 V_p316_SDE
  2317    0   1.0000000000000000e+00  -4.9248046875000000e+00   2.0947265625000000e+00  -4.924804687500e+00   1.094726562500e+00 V_p317_PDW
  2318    0   1.0000000000000000e+00   2.9033203125000000e+00  -3.1503906250000000e+00   2.903320312500e+00  -4.150390625000e+00 V_p318_HAS
  2319    0   1.0000000000000000e+00   6.6503906250000000e-01   6.0419921875000000e+00   6.650390625000e-01   5.041992187500e+00 V_p319_SDN
  2320    0   1.0000000000000000e+00  -3.9121093750000000e+00  -2.2822265625000000e+00  -3.912109375000e+00  -3.282226562500e+00 V_p320_SHW
  2321    0   1.0000000000000000e+00   5.1230468750000000e+00   7.7636718750000000e-01   5.123046875000e+00  -2.236328125000e-01 V_p321_HAE
  2322    0   1.0000000000000000e+00  -3.6416015625000000e+00   4.6406250000000000e+00  -3.641601562500e+00   3.640625000000e+00 V_p322_PDW
  2323    0   1.0000000000000000e+00   2.2656250000000000e-01  -4.1650390625000000e+00   2.265625000000e-01  -5.165039062500e+00 V_p323_HAS
  2324    0   1.0000000000000000e+00   3.3359375000000000e+00   4.9785156250000000e+00   3.335937500000e+00   3.978515625000e+00 V_p324_SDN
  2325    0   1.0000000000000000e+00  -5.1679687500000000e+00   3.1640625000000000e-01  -5.167968750000e+00  -6.835937500000e-01 V_p325_SHW
  2326    0   1.0000000000000000e+00   4.2900390625000000e+00  -2.0000000000000000e+00   4.290039062500e+00  -3.000000000000e+00 V_p326_HAE
  2327    0   1.0000000000000000e+00  -1.1416015625000000e+00   6.1308593750000000e+00  -1.141601562500e+00   5.130859375000e+00 V_p327_PDN
  2328    0   1.0000000000000000e+00  -2.6347656250000000e+00  -3.5742187500000000e+00  -2.634765625000e+00  -4.574218750000e+00 V_p328_SHS
  2329    0   1.0000000000000000e+00   5.0537109375000000e+00   2.5996093750000000e+00   5.053710937500e+00   1.599609375000e+00 V_p329_SDE
  2330    0   1.0000000000000000e+00  -4.8271484375000000e+00   3.2441406250000000e+00  -4.827148437500e+00   2.244140625000e+00 V_p330_PDW
  2331    0   1.0000000000000000e+00   2.0527343750000000e+00  -3.9355468750000000e+00   2.052734375000e+00  -4.935546875000e+00 V_p331_HAS
  2332    0   1.0000000000000000e+00   1.8281250000000000e+00   6.0468750000000000e+00   1.828125000000e+00   5.046875000000e+00 V_p332_SDN
  2333    0   1.0000000000000000e+00  -4.7773437500000000e+00  -1.4970703125000000e+00  -4.777343750000e+00  -2.497070312500e+00 V_p333_SHW
  2334    0   1.0000000000000000e+00   5.2314453125000000e+00  -3.9160156250000000e-01   5.231445312500e+00  -1.391601562500e+00 V_p334_HAE
  2335    0   1.0000000000000000e+00  -2.9296875000000000e+00   5.5800781250000000e+00  -2.929687500000e+00   4.580078125000e+00 V_p335_PDN
  2336    0   1.0000000000000000e+00  -9.3750000000000000e-01  -4.3789062500000000e+00  -9.375000000000e-01  -5.378906250000e+00 V_p336_SHS
  2337    0   1.0000000000000000e+00   4.3427734375000000e+00   4.3476562500000000e+00   4.342773437500e+00   3.347656250000e+00 V_p337_SDN
  2338    0   1.0000000000000000e+00  -5.4863281250000000e+00   1.4667968750000000e+00  -5.486328125000e+00   4.667968750000e-01 V_p338_PDW
  2339    0   1.0000000000000000e+00   3.7460937500000000e+00  -3.0683593750000000e+00   3.746093750000e+00  -4.068359375000e+00 V_p339_HAS
  2340    0   1.0000000000000000e+00  -1.4648437500000000e-02   6.5537109375000000e+00  -1.464843750000e-02   5.553710937500e+00 V_p340_PDN
  2341    0   1.0000000000000000e+00  -3.7568359375000000e+00  -3.1230468750000000e+00  -3.756835937500e+00  -4.123046875000e+00 V_p341_SHW
  2342    0   1.0000000000000000e+00   5.5791015625000000e+00   1.5039062500000000e+00   5.579101562500e+00   5.039062500000e-01 V_p342_SDE
  2343    0   1.0000000000000000e+00  -4.4736328125000000e+00   4.4121093750000000e+00  -4.473632812500e+00   3.412109375000e+00 V_p343_PDW
  2344    0   1.0000000000000000e+00   9.9902343750000000e-01  -4.5615234375000000e+00   9.990234375000e-01  -5.561523437500e+00 V_p344_HAS
  2345    0   1.0000000000000000e+00   3.0341796875000000e+00   5.7968750000000000e+00   3.034179687500e+00   4.796875000000e+00 V_p345_SDN
  2346    0   1.0000000000000000e+00  -5.5009765625000000e+00  -4.9414062500000000e-01  -5.500976562500e+00  -1.494140625000e+00 V_p346_SHW
  2347    0   1.0000000000000000e+00   5.0878906250000000e+00  -1.6259765625000000e+00   5.087890625000e+00  -2.625976562500e+00 V_p347_HAE
  2348    0   1.0000000000000000e+00  -1.9863281250000000e+00   6.3964843750000000e+00  -1.986328125000e+00   5.396484375000e+00 V_p348_PDN
  2349    0   1.0000000000000000e+00  -2.1904296875000000e+00  -4.3447265625000000e+00  -2.190429687500e+00  -5.344726562500e+00 V_p349_SHS
  2350    0   1.0000000000000000e+00   5.2480468750000000e+00   3.4726562500000000e+00   5.248046875000e+00   2.472656250000e+00 V_p350_SDE
  2351    0   1.0000000000000000e+00  -5.5644531250000000e+00   2.7294921875000000e+00  -5.564453125000e+00   1.729492187500e+00 V_p351_PDW
  2352    0   1.0000000000000000e+00   2.9482421875000000e+00  -4.0566406250000000e+00   2.948242187500e+00  -5.056640625000e+00 V_p352_HAS
  2353    0   1.0000000000000000e+00   1.2480468750000000e+00   6.7451171875000000e+00   1.248046875000e+00   5.745117187500e+00 V_p353_SDN
  2354    0   1.0000000000000000e+00  -4.8222656250000000e+00  -2.4091796875000000e+00  -4.822265625000e+00  -3.409179687500e+00 V_p354_SHW
  2355    0   1.0000000000000000e+00   5.8847656250000000e+00   2.5292968750000000e-01   5.884765625000e+00  -7.470703125000e-01 V_p355_HAE
  2356    0   1.0000000000000000e+00  -3.8525390625000000e+00   5.5468750000000000e+00  -3.852539062500e+00   4.546875000000e+00 V_p356_PDW
  2357    0   1.0000000000000000e+00  -2.3242187500000000e-01  -4.9814453125000000e+00  -2.324218750000e-01  -5.981445312500e+00 V_p357_SHS
  2358    0   1.0000000000000000e+00   4.2304687500000000e+00   5.2734375000000000e+00   4.230468750000e+00   4.273437500000e+00 V_p358_SDN
  2359    0   1.0000000000000000e+00  -6.0341796875000000e+00   7.0507812500000000e-01  -6.034179687500e+00  -2.949218750000e-01 V_p359_SHW
  2360    0   1.0000000000000000e+00   4.6689453125000000e+00  -2.8759765625000000e+00   4.668945312500e+00  -3.875976562500e+00 V_p360_HAS
  2361    0   1.0000000000000000e+00  -8.2812500000000000e-01   7.0400390625000000e+00  -8.281250000000e-01   6.040039062500e+00 V_p361_PDN
  2362    0   1.0000000000000000e+00  -3.4853515625000000e+00  -4.0361328125000000e+00  -3.485351562500e+00  -5.036132812500e+00 V_p362_SHS
  2363    0   1.0000000000000000e+00   5.9990234375000000e+00   2.3662109375000000e+00   5.999023437500e+00   1.366210937500e+00 V_p363_SDE
  2364    0   1.0000000000000000e+00  -5.3710937500000000e+00   4.0595703125000000e+00  -5.371093750000e+00   3.059570312500e+00 V_p364_PDW
  2365    0   1.0000000000000000e+00   1.9023437500000000e+00  -4.9121093750000000e+00   1.902343750000e+00  -5.912109375000e+00 V_p365_HAS
  2366    0   1.0000000000000000e+00   2.6025390625000000e+00   6.6708984375000000e+00   2.602539062500e+00   5.670898437500e+00 V_p366_SDN
  2367    0   1.0000000000000000e+00  -5.7763671875000000e+00  -1.4355468750000000e+00  -5.776367187500e+00  -2.435546875000e+00 V_p367_SHW
  2368    0   1.0000000000000000e+00   5.9326171875000000e+00  -1.1162109375000000e+00   5.932617187500e+00  -2.116210937500e+00 V_p368_HAE
  2369    0   1.0000000000000000e+00  -2.9589843750000000e+00   6.5947265625000000e+00  -2.958984375000e+00   5.594726562500e+00 V_p369_PDN
  2370    0   1.0000000000000000e+00  -1.6044921875000000e+00  -5.1523437500000000e+00  -1.604492187500e+00  -6.152343750000e+00 V_p370_SHS
  2371    0   1.0000000000000000e+00   5.3652343750000000e+00   4.4687500000000000e+00   5.365234375000e+00   3.468750000000e+00 V_p371_SDE
  2372    0   1.0000000000000000e+00  -6.3300781250000000e+00   2.0712890625000000e+00  -6.330078125000e+00   1.071289062500e+00 V_p372_PDW
  2373    0   1.0000000000000000e+00   3.9628906250000000e+00  -4.0898437500000000e+00   3.962890625000e+00  -5.089843750000e+00 V_p373_HAS
  2374    0   1.0000000000000000e+00   5.1855468750000000e-01   7.4609375000000000e+00   5.185546875000e-01   6.460937500000e+00 V_p374_SDN
  2375    0   1.0000000000000000e+00  -4.7695312500000000e+00  -3.4355468750000000e+00  -4.769531250000e+00  -4.435546875000e+00 V_p375_SHW
  2376    0   1.0000000000000000e+00   6.5449218750000000e+00   1.0488281250000000e+00   6.544921875000e+00   4.882812500000e-02 V_p376_SDE
  2377    0   1.0000000000000000e+00  -4.8828125000000000e+00   5.4062500000000000e+00  -4.882812500000e+00   4.406250000000e+00 V_p377_PDW
  2378    0   1.0000000000000000e+00   6.2695312500000000e-01  -5.5800781250000000e+00   6.269531250000e-01  -6.580078125000e+00 V_p378_HAS
  2379    0   1.0000000000000000e+00   4.0019531250000000e+00   6.3017578125000000e+00   4.001953125000e+00   5.301757812500e+00 V_p379_SDN
  2380    0   1.0000000000000000e+00  -6.5644531250000000e+00  -2.1191406250000000e-01  -6.564453125000e+00  -1.211914062500e+00 V_p380_SHW
  2381    0   1.0000000000000000e+00   5.6875000000000000e+00  -2.5585937500000000e+00   5.687500000000e+00  -3.558593750000e+00 V_p381_HAE
  2382    0   1.0000000000000000e+00  -1.7988281250000000e+00   7.4980468750000000e+00  -1.798828125000e+00   6.498046875000e+00 V_p382_PDN
  2383    0   1.0000000000000000e+00  -3.0781250000000000e+00  -5.0371093750000000e+00  -3.078125000000e+00  -6.037109375000e+00 V_p383_SHS
  2384    0   1.0000000000000000e+00   6.3798828125000000e+00   3.3837890625000000e+00   6.379882812500e+00   2.383789062500e+00 V_p384_SDE
  2385    0   1.0000000000000000e+00  -6.3466796875000000e+00   3.5634765625000000e+00  -6.346679687500e+00   2.563476562500e+00 V_p385_PDW
  2386    0   1.0000000000000000e+00   2.9628906250000000e+00  -5.2099609375000000e+00   2.962890625000e+00  -6.209960937500e+00 V_p386_HAS
  2387    0   1.0000000000000000e+00   2.0205078125000000e+00   7.6142578125000000e+00   2.020507812500e+00   6.614257812500e+00 V_p387_SDN
  2388    0   1.0000000000000000e+00  -5.9882812500000000e+00  -2.5302734375000000e+00  -5.988281250000e+00  -3.530273437500e+00 V_p388_SHW
  2389    0   1.0000000000000000e+00   6.8359375000000000e+00  -4.4921875000000000e-01   6.835937500000e+00  -1.449218750000e+00 V_p389_HAE
  2390    0   1.0000000000000000e+00  -4.0830078125000000e+00   6.7158203125000000e+00  -4.083007812500e+00   5.715820312500e+00 V_p390_PDN
  2391    0   1.0000000000000000e+00  -8.5546875000000000e-01  -6.0097656250000000e+00  -8.554687500000e-01  -7.009765625000e+00 V_p391_SHS
  2392    0   1.0000000000000000e+00   5.3935546875000000e+00   5.6152343750000000e+00   5.393554687500e+00   4.615234375000e+00 V_p392_SDN
  2393    0   1.0000000000000000e+00  -7.1328125000000000e+00   1.2421875000000000e+00  -7.132812500000e+00   2.421875000000e-01 V_p393_PDW
  2394    0   1.0000000000000000e+00   5.1230468750000000e+00  -4.0224609375000000e+00   5.123046875000e+00  -5.022460937500e+00 V_p394_HAS
  2395    0   1.0000000000000000e+00  -3.8671875000000000e-01   8.2031250000000000e+00  -3.867187500000e-01   7.203125000000e+00 V_p395_PDN
  2396    0   1.0000000000000000e+00  -4.6044921875000000e+00  -4.6025390625000000e+00  -4.604492187500e+00  -5.602539062500e+00 V_p396_SHW
  2397    0   1.0000000000000000e+00   7.2187500000000000e+00   2.0263671875000000e+00   7.218750000000e+00   1.026367187500e+00 V_p397_SDE
  2398    0   1.0000000000000000e+00  -6.0488281250000000e+00   5.1425781250000000e+00  -6.048828125000e+00   4.142578125000e+00 V_p398_PDW
  2399    0   1.0000000000000000e+00   1.6718750000000000e+00  -6.1806640625000000e+00   1.671875000000e+00  -7.180664062500e+00 V_p399_HAS
  2400    0   1.0000000000000000e+00   3.6376953125000000e+00   7.4589843750000000e+00   3.637695312500e+00   6.458984375000e+00 V_p400_SDN
  2401    0   1.0000000000000000e+00  -7.0839843750000000e+00  -1.3183593750000000e+00  -7.083984375000e+00  -2.318359375000e+00 V_p401_SHW
  2402    0   1.0000000000000000e+00   6.8281250000000000e+00  -2.0927734375000000e+00   6.828125000000e+00  -3.092773437500e+00 V_p402_HAE
  2403    0   1.0000000000000000e+00  -2.9619140625000000e+00   7.9316406250000000e+00  -2.961914062500e+00   6.931640625000e+00 V_p403_PDN
  2404    0   1.0000000000000000e+00  -2.5126953125000000e+00  -6.1523437500000000e+00  -2.512695312500e+00  -7.152343750000e+00 V_p404_SHS
  2405    0   1.0000000000000000e+00   6.7216796875000000e+00   4.5966796875000000e+00   6.721679687500e+00   3.596679687500e+00 V_p405_SDE
  2406    0   1.0000000000000000e+00  -7.4287109375000000e+00   2.8994140625000000e+00  -7.428710937500e+00   1.899414062500e+00 V_p406_PDW
  2407    0   1.0000000000000000e+00   4.2197265625000000e+00  -5.4560546875000000e+00   4.219726562500e+00  -6.456054687500e+00 V_p407_HAS
  2408    0   1.0000000000000000e+00   1.2568359375000000e+00   8.6542968750000000e+00   1.256835937500e+00   7.654296875000e+00 V_p408_SDN
  2409    0   1.0000000000000000e+00  -6.1328125000000000e+00  -3.8232421875000000e+00  -6.132812500000e+00  -4.823242187500e+00 V_p409_SHW
  2410    0   1.0000000000000000e+00   7.8261718750000000e+00   4.1015625000000000e-01   7.826171875000e+00  -5.898437500000e-01 V_p410_HAE
  2411    0   1.0000000000000000e+00  -5.4042968750000000e+00   6.7558593750000000e+00  -5.404296875000e+00   5.755859375000e+00 V_p411_PDW
  2412    0   1.0000000000000000e+00   9.7656250000000000e-02  -6.9423828125000000e+00   9.765625000000e-02  -7.942382812500e+00 V_p412_HAS
  2413    0   1.0000000000000000e+00   5.3242187500000000e+00   6.9580078125000000e+00   5.324218750000e+00   5.958007812500e+00 V_p413_SDN
  2414    0   1.0000000000000000e+00  -7.9990234375000000e+00   1.9824218750000000e-01  -7.999023437500e+00  -8.017578125000e-01 V_p414_SHW
  2415    0   1.0000000000000000e+00   6.4794921875000000e+00  -3.8417968750000000e+00   6.479492187500e+00  -4.841796875000e+00 V_p415_HAE
  2416    0   1.0000000000000000e+00  -1.5166015625000000e+00   8.9960937500000000e+00  -1.516601562500e+00   7.996093750000e+00 V_p416_PDN
  2417    0   1.0000000000000000e+00  -4.3095703125000000e+00  -5.9628906250000000e+00  -4.309570312500e+00  -6.962890625000e+00 V_p417_SHS
  2418    0   1.0000000000000000e+00   7.9306640625000000e+00   3.2373046875000000e+00   7.930664062500e+00   2.237304687500e+00 V_p418_SDE
  2419    0   1.0000000000000000e+00  -7.4052734375000000e+00   4.7304687500000000e+00  -7.405273437500e+00   3.730468750000e+00 V_p419_PDW
  2420    0   1.0000000000000000e+00   2.9589843750000000e+00  -6.8027343750000000e+00   2.958984375000e+00  -7.802734375000e+00 V_p420_HAS
  2421    0   1.0000000000000000e+00   3.1083984375000000e+00   8.8017578125000000e+00   3.108398437500e+00   7.801757812500e+00 V_p421_SDN
  2422    0   1.0000000000000000e+00  -7.6113281250000000e+00  -2.6767578125000000e+00  -7.611328125000e+00  -3.676757812500e+00 V_p422_SHW
  2423    0   1.0000000000000000e+00   8.1484375000000000e+00  -1.4462890625000000e+00   8.148437500000e+00  -2.446289062500e+00 V_p423_HAE
  2424    0   1.0000000000000000e+00  -4.3847656250000000e+00   8.3554687500000000e+00  -4.384765625000e+00   7.355468750000e+00 V_p424_PDN
  2425    0   1.0000000000000000e+00  -1.7470703125000000e+00  -7.4414062500000000e+00  -1.747070312500e+00  -8.441406250000e+00 V_p425_SHS
  2426    0   1.0000000000000000e+00   7.0371093750000000e+00   6.0781250000000000e+00   7.037109375000e+00   5.078125000000e+00 V_p426_SDE
  2427    0   1.0000000000000000e+00  -8.6767578125000000e+00   2.0156250000000000e+00  -8.676757812500e+00   1.015625000000e+00 V_p427_PDW
  2428    0   1.0000000000000000e+00   5.7509765625000000e+00  -5.6552734375000000e+00   5.750976562500e+00  -6.655273437500e+00 V_p428_HAS
  2429    0   1.0000000000000000e+00   2.5683593750000000e-01   9.8525390625000000e+00   2.568359375000e-01   8.852539062500e+00 V_p429_SDN
  2430    0   1.0000000000000000e+00  -6.2119140625000000e+00  -5.3984375000000000e+00  -6.211914062500e+00  -6.398437500000e+00 V_p430_SHW
  2431    0   1.0000000000000000e+00   8.9638671875000000e+00   1.5253906250000000e+00   8.963867187500e+00   5.253906250000e-01 V_p431_SDE
  2432    0   1.0000000000000000e+00  -7.0136718750000000e+00   6.7080078125000000e+00  -7.013671875000e+00   5.708007812500e+00 V_p432_PDW
  2433    0   1.0000000000000000e+00   1.3251953125000000e+00  -8.0107421875000000e+00   1.325195312500e+00  -9.010742187500e+00 V_p433_HAS
  2434    0   1.0000000000000000e+00   5.1455078125000000e+00   8.5937500000000000e+00   5.145507812500e+00   7.593750000000e+00 V_p434_SDN
  2435    0   1.0000000000000000e+00  -8.9882812500000000e+00  -1.1386718750000000e+00  -8.988281250000e+00  -2.138671875000e+00 V_p435_SHW
  2436    0   1.0000000000000000e+00   8.1318359375000000e+00  -3.5273437500000000e+00   8.131835937500e+00  -4.527343750000e+00 V_p436_HAE
  2437    0   1.0000000000000000e+00  -2.9599609375000000e+00   9.8974609375000000e+00  -2.959960937500e+00   8.897460937500e+00 V_p437_PDN
  2438    0   1.0000000000000000e+00  -3.8564453125000000e+00  -7.6240234375000000e+00  -3.856445312500e+00  -8.624023437500e+00 V_p438_SHS
  2439    0   1.0000000000000000e+00   8.7343750000000000e+00   4.7822265625000000e+00   8.734375000000e+00   3.782226562500e+00 V_p439_SDE
  2440    0   1.0000000000000000e+00  -9.0644531250000000e+00   4.1347656250000000e+00  -9.064453125000e+00   3.134765625000e+00 V_p440_PDW
  2441    0   1.0000000000000000e+00   4.6015625000000000e+00  -7.4990234375000000e+00   4.601562500000e+00  -8.499023437500e+00 V_p441_HAS
  2442    0   1.0000000000000000e+00   2.3662109375000000e+00   1.0449218750000000e+01   2.366210937500e+00   9.449218750000e+00 V_p442_SDN
  2443    0   1.0000000000000000e+00  -8.1914062500000000e+00  -4.4111328125000000e+00  -8.191406250000e+00  -5.411132812500e+00 V_p443_SHW
  2444    0   1.0000000000000000e+00   9.7734375000000000e+00  -5.5566406250000000e-01   9.773437500000e+00  -1.555664062500e+00 V_p444_HAE
  2445    0   1.0000000000000000e+00  -6.2050781250000000e+00   8.8115234375000000e+00  -6.205078125000e+00   7.811523437500e+00 V_p445_PDN
  2446    0   1.0000000000000000e+00  -7.0703125000000000e-01  -9.0332031250000000e+00  -7.070312500000e-01  -1.003320312500e+01 V_p446_SHS
  2447    0   1.0000000000000000e+00   7.3583984375000000e+00   7.9775390625000000e+00   7.358398437500e+00   6.977539062500e+00 V_p447_SDN
  2448    0   1.0000000000000000e+00  -1.0224609375000000e+01   8.2421875000000000e-01  -1.022460937500e+01  -1.757812500000e-01 V_p448_SHW
  2449    0   1.0000000000000000e+00   7.7236328125000000e+00  -5.8339843750000000e+00   7.723632812500e+00  -6.833984375000e+00 V_p449_HAS
  2450    0   1.0000000000000000e+00  -1.0878906250000000e+00   1.1344726562500000e+01  -1.087890625000e+00   1.034472656250e+01 V_p450_PDN
  2451    0   1.0000000000000000e+00  -6.2392578125000000e+00  -7.4355468750000000e+00  -6.239257812500e+00  -8.435546875000e+00 V_p451_SHS
  2452    0   1.0000000000000000e+00   1.0389648437500000e+01   3.0224609375000000e+00   1.038964843750e+01   2.022460937500e+00 V_p452_SDE
  2453    0   1.0000000000000000e+00  -9.1083984375000000e+00   6.5761718750000000e+00  -9.108398437500e+00   5.576171875000e+00 V_p453_PDW
  2454    0   1.0000000000000000e+00   2.9765625000000000e+00  -9.3574218750000000e+00   2.976562500000e+00  -1.035742187500e+01 V_p454_HAS
  2455    0   1.0000000000000000e+00   4.8457031250000000e+00   1.0736328125000000e+01   4.845703125000e+00   9.736328125000e+00 V_p455_SDN
  2456    0   1.0000000000000000e+00  -1.0244140625000000e+01  -2.9423828125000000e+00  -1.024414062500e+01  -3.942382812500e+00 V_p456_SHW
  2457    0   1.0000000000000000e+00   1.0313476562500000e+01  -3.0507812500000000e+00   1.031347656250e+01  -4.050781250000e+00 V_p457_HAE
  2458    0   1.0000000000000000e+00  -4.9150390625000000e+00   1.1048828125000000e+01  -4.915039062500e+00   1.004882812500e+01 V_p458_PDN
  2459    0   1.0000000000000000e+00  -3.1943359375000000e+00  -9.8349609375000000e+00  -3.194335937500e+00  -1.083496093750e+01 V_p459_SHS
  2460    0   1.0000000000000000e+00   9.7695312500000000e+00   6.8886718750000000e+00   9.769531250000e+00   5.888671875000e+00 V_p460_SDE
  2461    0   1.0000000000000000e+00  -1.1293945312500000e+01   3.2802734375000000e+00  -1.129394531250e+01   2.280273437500e+00 V_p461_PDW
  2462    0   1.0000000000000000e+00   6.8574218750000000e+00  -8.4052734375000000e+00   6.857421875000e+00  -9.405273437500e+00 V_p462_HAS
  2463    0   1.0000000000000000e+00   1.3105468750000000e+00   1.2687500000000000e+01   1.310546875000e+00   1.168750000000e+01 V_p463_SDN
  2464    0   1.0000000000000000e+00  -8.9541015625000000e+00  -6.8144531250000000e+00  -8.954101562500e+00  -7.814453125000e+00 V_p464_SHW
  2465    0   1.0000000000000000e+00   1.2008789062500000e+01   7.0996093750000000e-01   1.200878906250e+01  -2.900390625000e-01 V_p465_HAE
  2466    0   1.0000000000000000e+00  -8.7539062500000000e+00   9.4160156250000000e+00  -8.753906250000e+00   8.416015625000e+00 V_p466_PDW
